Gridded_SecData.dat			
4			
x			
y			
z			
Ip			
262787.5	2104763.97	3035	5890.331939
262787.5	2104763.97	3035.1	5891.068835
262787.5	2104763.97	3035.2	5891.631888
262787.5	2104763.97	3035.3	5892.01747
262787.5	2104763.97	3035.4	5892.296445
262787.5	2104763.97	3035.5	5892.603845
262787.5	2104763.97	3035.6	5893.074047
262787.5	2104763.97	3035.7	5893.800628
262787.5	2104763.97	3035.8	5894.775128
262787.5	2104763.97	3035.9	5895.946254
262787.5	2104763.97	3036	5897.291275
262787.5	2104763.97	3036.1	5898.793409
262787.5	2104763.97	3036.2	5900.524323
262787.5	2104763.97	3036.3	5902.605596
262787.5	2104763.97	3036.4	5905.1428
262787.5	2104763.97	3036.5	5908.23544
262787.5	2104763.97	3036.6	5911.89629
262787.5	2104763.97	3036.7	5916.031053
262787.5	2104763.97	3036.8	5920.452206
262787.5	2104763.97	3036.9	5924.953876
262787.5	2104763.97	3037	5929.307386
262787.5	2104763.97	3037.1	5933.412783
262787.5	2104763.97	3037.2	5937.282365
262787.5	2104763.97	3037.3	5941.002736
262787.5	2104763.97	3037.4	5944.618947
262787.5	2104763.97	3037.5	5948.16552
262787.5	2104763.97	3037.6	5951.592551
262787.5	2104763.97	3037.7	5954.885981
262787.5	2104763.97	3037.8	5958.06963
262787.5	2104763.97	3037.9	5961.222322
262787.5	2104763.97	3038	5964.38481
262787.5	2104763.97	3038.1	5967.548742
262787.5	2104763.97	3038.2	5970.643115
262787.5	2104763.97	3038.3	5973.585503
262787.5	2104763.97	3038.4	5976.372498
262787.5	2104763.97	3038.5	5978.899381
262787.5	2104763.97	3038.6	5981.068789
262787.5	2104763.97	3038.7	5982.663982
262787.5	2104763.97	3038.8	5983.890828
262787.5	2104763.97	3038.9	5984.863907
262787.5	2104763.97	3039	5985.762218
262787.5	2104763.97	3039.1	5986.521832
262787.5	2104763.97	3039.2	5987.142614
262787.5	2104763.97	3039.3	5987.678151
262787.5	2104763.97	3039.4	5988.394767
262787.5	2104763.97	3039.5	5989.472043
262787.5	2104763.97	3039.6	5990.969769
262787.5	2104763.97	3039.7	5992.658006
262787.5	2104763.97	3039.8	5994.372623
262787.5	2104763.97	3039.9	5995.912605
262787.5	2104763.97	3040	5997.170138
262787.5	2104763.97	3040.1	5998.121153
262787.5	2104763.97	3040.2	5998.814732
262787.5	2104763.97	3040.3	5999.338853
262787.5	2104763.97	3040.4	5999.767751
262787.5	2104763.97	3040.5	6000.180044
262787.5	2104763.97	3040.6	6000.639759
262787.5	2104763.97	3040.7	6001.194706
262787.5	2104763.97	3040.8	6001.897563
262787.5	2104763.97	3040.9	6002.69668
262787.5	2104763.97	3041	6003.521363
262787.5	2104763.97	3041.1	6004.315516
