262824.5	2104699.35	6430.597168	6336.92627	6336.92627	6380.47168	6392.931641	6392.931641	6317.0888672	6210.4638672	6150.1455078	6143.130859	6127.96582	6144.5874023	6144.5874023	6144.5874023	6034.943359	6034.943359	6070.5043945	6067.3051758	6005.9023438	5949.6630859	5930.1293945	5951.5883789	5974.119141	5980.8447266	5980.8447266	6013.8344727	6031.859375	6042.0507813	6078.2167969	6114.5947266	6137.9619141	6180.9672852	6193.2958984	6193.2958984	6259.230957	6259.230957	6257.6938477	6238.2636719	6238.234375	6252.9814453	6267.0839844	6337.6879883	6337.6879883	6417.929199	6571.8764648	6600.318359	6593.1982422	6878.3740234	6878.3740234	7024.85791	7049.9296875	7388.847168	7418.57666	7474.1972656	7752.8178711	7783.1157227	7783.168457	8009.355957	8196.0927734	8236.8398438	8363.4130859	8365.34082	8334.5722656	8249.8544922	7956.362793	7917.97168	7917.97168	7814.40918	7794.4492188	7751.6103516	7514.3256836
262812	2104699.35	6402.712891	6335.5214844	6338.8500977	6405.5297852	6405.5297852	6394.5380859	6319.4555664	6196.4428711	6151.8745117	6145.0527344	6145.0527344	6177.3017578	6144.8925781	6094.9414063	6084.3491211	6041.3442383	6069.7495117	6050.5478516	5991.86377	5933.5048828	5933.5048828	5961.371582	5966.412109	5980.1123047	5980.1123047	5999.9550781	6052.355957	6054.6552734	6058.6376953	6138.7143555	6168.8710938	6175.9936523	6175.9936523	6230.237793	6252.539551	6253.5927734	6249.7368164	6232.8740234	6236.352539	6238.6303711	6299.7426758	6299.7426758	6360.5351563	6465.9082031	6524.693359	6557.8774414	6734.8530273	6759.7094727	6900.5444336	7035.29541	7061.8198242	7376.5327148	7385.4892578	7495.78125	7728.5048828	7738.4018555	7758.0175781	8163.4667969	8165.7651367	8279.0820313	8405.4248047	8407.5605469	8381.22168	8097.1796875	8030.537109	7871.4467773	7885.3164063	7861.4736328	7830.8061523	7659.7197266	7610.1396484
262799.5	2104699.35	6324.1230469	6322.5249023	6350.3959961	6404.097168	6405.6821289	6405.6821289	6311.2695313	6134.9663086	6129.2353516	6127.9980469	6148.0039063	6130.227539	6130.227539	6115.084961	6054.0883789	6028.3764648	6040.2353516	6040.2353516	5945.1196289	5910.5898438	5908.1367188	5948.3120117	5952.5717773	5951.8232422	5985.2939453	6011.2446289	6035.0507813	6043.5556641	6113.7963867	6159.679199	6164.3686523	6192.0239258	6198.2460938	6248.2197266	6266.650391	6266.650391	6258.9111328	6254.003418	6242.7797852	6244.7050781	6297.5410156	6344.5888672	6330.8198242	6515.3374023	6515.3598633	6527.175293	6745.16748	6784.227539	6784.227539	7042.4106445	7085.2734375	7265.1635742	7313.6103516	7597.331543	7597.331543	7610.4780273	8024.8764648	8088.6577148	8204.9833984	8385.0605469	8454.709961	8454.709961	8421.828125	8028.2167969	8022.4921875	7893.1572266	7848.7993164	7849.5546875	7849.5546875	7611.6728516	7615.7919922
262787	2104699.35	6314.65918	6314.65918	6354.7490234	6421.0600586	6421.0600586	6417.179199	6190.787109	6158.1113281	6110.7036133	6110.7036133	6110.7036133	6156.8129883	6130.508301	6119.8935547	6065.4370117	6034.2915039	6038.7070313	6024.6572266	5935.6176758	5901.9370117	5901.2333984	5952.5620117	5962.1123047	5967.1635742	5974.5039063	5991.3071289	6036.26123	6089.4819336	6110.6699219	6138.7817383	6187.8901367	6190.2802734	6213.8144531	6259.206543	6285.65332	6293.849609	6282.6289063	6257.5688477	6264.4848633	6264.4848633	6382.9750977	6362.2963867	6384.3706055	6520.059082	6551.8203125	6632.6669922	6651.2929688	6819.6953125	6849.034668	7038.3652344	7038.3652344	7220.366699	7467.559082	7464.9199219	7512.02832	7892.4257813	8117.4819336	8117.4819336	8344.7861328	8524.296875	8524.296875	8524.296875	8315.9023438	8248.703125	7858.40918	7858.40918	7861.3129883	7888.0688477	7667.4570313	7667.4570313	7469.5859375
262774.5	2104699.35	6303.633789	6303.633789	6406.2993164	6407.887207	6404.4448242	6359.7436523	6194.321289	6116.025391	6116.025391	6110.3476563	6101.085449	6149.4482422	6149.4482422	6117.3676758	6075.0981445	6054.008301	6048.193359	6025.818359	5905.9018555	5905.9018555	5921.3740234	5967.4355469	5976.179199	5965.284668	5957.6240234	5957.6240234	6050.5322266	6081.852539	6081.852539	6101.1425781	6156.39209	6173.74707	6212.1435547	6266.4379883	6280.6943359	6289.5092773	6289.5092773	6258.4467773	6265.7880859	6325.1318359	6359.2226563	6432.8344727	6404.0644531	6446.7319336	6621.55957	6606.7661133	6684.3852539	6684.3852539	6949.0751953	6949.880859	7007.306641	7164.9711914	7412.7792969	7411.0332031	7494.9443359	7959.102539	8166.7680664	8167.491699	8378.1914063	8525.3300781	8550.1494141	8550.1494141	8343.4833984	8284.87207	7823.4677734	7806.1240234	7911.8461914	7786.5449219	7747.2875977	7514.9526367	7479.2905273
262762	2104699.35	6308.991699	6308.991699	6391.2602539	6393.9106445	6393.9106445	6337.2290039	6137.0546875	6137.0546875	6110.5678711	6111.147949	6111.147949	6154.2324219	6146.4643555	6116.8422852	6095.7089844	6067.8481445	6062.1010742	5990.8598633	5906.0922852	5906.0922852	5967.8203125	5971.8310547	5972.7646484	5955.60791	5953.918457	5959.9755859	6034.8149414	6054.328125	6054.328125	6060.9477539	6162.7382813	6162.7382813	6178.6606445	6265.8613281	6291.3305664	6289.480957	6279.57373	6268.8676758	6278.6738281	6365.265625	6365.265625	6450.0039063	6429.7929688	6453.01123	6583.3271484	6605.053711	6710.662109	6701.415039	6877.5493164	6877.5493164	7096.7734375	7097.1176758	7299.050293	7379.80127	7596.9790039	7991.21875	7991.4570313	8382.7832031	8417.946289	8437.303711	8551.5117188	8539.974609	8522.337891	8039.1699219	7917.9384766	7901.7568359	7777.4995117	7825.0678711	7637.7758789	7615.2651367	7463.3764648
262749.5	2104699.35	6291.2226563	6291.2226563	6361.57666	6382.5	6382.5	6268.369141	6143.7456055	6106.5532227	6100.7421875	6113.1147461	6109.9648438	6115.6679688	6118.9506836	6106.9169922	6062.2543945	6060.4453125	6049.03418	5925.585449	5925.585449	5921.4375	5958.9526367	5962.428711	5958.4106445	5959.1435547	5961.8759766	5980.9682617	6022.5239258	6030.1435547	6047.1303711	6086.775391	6159.366211	6169.9541016	6196.69043	6273.744141	6292.0332031	6292.0332031	6289.875	6285.5244141	6293.0161133	6390.9013672	6390.9013672	6409.421875	6463.3217773	6463.3217773	6532.9482422	6693.40332	6683.0844727	6683.0844727	6903.943359	6903.65918	7036.4326172	7047.527832	7333.722168	7419.6665039	7419.6665039	7954.977051	8155.418457	8155.9614258	8377.6552734	8553.3359375	8551.4541016	8525.525391	8358.366211	8349.31543	7895.2543945	7843.48584	7838.7880859	7849.0771484	7630.2143555	7563.3168945	7569.34668
262824.5	2104718.1	6438.7836914	6334.727539	6332.7348633	6367.2680664	6396.40332	6396.40332	6386.453125	6186.8168945	6144.7744141	6130.6196289	6129.9692383	6124.9956055	6157.6967773	6136.9926758	6074.71875	6029.2211914	6046.9057617	6068.6142578	6029.3852539	5915.7060547	5915.7060547	5971.366699	5975.0693359	5987.003418	5993.64209	5994.8706055	6040.546875	6070.6464844	6070.6464844	6080.1206055	6181.9467773	6175.5922852	6188.397461	6197.519043	6264.4067383	6264.4067383	6264.4067383	6235.2138672	6240.7338867	6257.972168	6235.4995117	6360.2548828	6348.003418	6349.32666	6604.2861328	6612.4638672	6606.1625977	6879.4707031	6879.4707031	6996.556641	7180.1206055	7201.4785156	7501.559082	7545.7944336	7600.79834	7849.29541	7849.29541	7976.5097656	8186.7705078	8227.2939453	8385.2148438	8385.2148438	8370.0126953	8165.1357422	8010.2504883	7928.8217773	7901.8886719	7823.477539	7823.477539	7713.068359	7522.5146484
262812	2104718.1	6362.3007813	6334.0913086	6334.0913086	6401.0664063	6408.0820313	6405.7836914	6382.9311523	6167.6035156	6141.9082031	6137.1401367	6135.7172852	6152.440918	6157.8725586	6138.977539	6054.7651367	6035.883301	6070.443359	6050.1	5992.1010742	5913.7231445	5913.7231445	5976.5888672	5981.07959	5985.8955078	5981.2368164	5997.3510742	6053.0292969	6068.616699	6082.0639648	6117.04248	6181.0317383	6182.4956055	6182.4956055	6222.46875	6252.6923828	6252.6923828	6246.3823242	6246.9443359	6222.234375	6224.8022461	6304.5620117	6298.1499023	6298.1499023	6492.2758789	6492.2758789	6658.7138672	6650.431641	6800.2944336	6938.869141	6961.128418	7209.8603516	7239.3461914	7444.4946289	7485.003418	7722.710449	7733.7382813	7797.7602539	8152.8823242	8155.0957031	8223.22168	8442.287109	8442.287109	8432.7519531	8026.5581055	7978.8027344	7978.8027344	7855.4790039	7840.34375	7840.34375	7667.081543	7605.6176758
262799.5	2104718.1	6396.3125	6294.59668	6296.5024414	6416.5415039	6434.3476563	6434.3476563	6297.5366211	6164.022949	6102.65625	6102.446289	6116.9902344	6148.9550781	6133.9443359	6093.040039	6057.96875	6025.5517578	6031.0883789	6015.6977539	5950.1777344	5887.0786133	5887.0786133	5959.3032227	5971.9257813	5964.8149414	5964.3188477	5990.02002	6072.2802734	6072.2802734	6089.8085938	6165.47998	6182.534668	6195.0546875	6195.0546875	6242.87207	6264.29541	6262.3676758	6250.1743164	6238.5249023	6225.1254883	6242.585449	6295.5668945	6286.4106445	6327.34082	6511.1899414	6539.8417969	6516.0800781	6723.79541	6799.7348633	6821.5166016	7043.3032227	7077.0473633	7286.119141	7288.2749023	7529.3681641	7674.8813477	7683.0605469	7870.7050781	8163.3227539	8164.5180664	8376.296875	8482.8701172	8482.8701172	8455.931641	8005.540039	7998.7509766	7813.2421875	7871.0419922	7925.8955078	7750.0063477	7612.4633789	7609.3544922
