DEPTH,BS,BVW,CALIPER,DTCO,DTSM,GR,NPHI,PEF,RHOB,RT,PHIT,PHIE,KTIMUR,VCL,SW,VFeldes,VLIME,VPlagioclasa,VPirita,VSAND,VTOBA,Vp,Vs,Ip,Is,Poisson,K,MU,LAMBDA,Facies,PetroClasses,VSh_AAA,eF_AAA
3068.6,12.25,0.1709,12.0091,112.6881,234.2216,54.4025,0.4246,3.5736,2.147,0.9273,0.2646,0.1892,6.9657,0.2722,0.8514,0.1265,0.0927,0.1272,0,0.2014,0,2704.8108895261,1301.331730293,5807.2289798124,2793.9592249391,0.3494039196,10.8596324592,3.6358677926,8.4357205975,3,4,0.186143063,3
3068.7,12.25,0.1584,12.0401,113.6831,238.7599,53.9294,0.4098,3.7186,2.169,1.194,0.2576,0.1832,6.6055,0.2685,0.8318,0.1269,0.0988,0.1332,0,0.1829,0,2681.1373018505,1276.5962793585,5815.3868077137,2768.9373299285,0.3534127596,10.878763704,3.5348150932,8.5222203085,3,4,0.181823957,3
3068.8,12.25,0.1401,12.1378,114.3519,244.4108,54.0428,0.3906,3.816,2.1871,1.549,0.2501,0.1795,7.409,0.2547,0.8172,0.1379,0.101,0.1394,0,0.1705,0,2665.4563675811,1247.0807345666,5829.6196215367,2727.4902745705,0.3598770042,11.003395974,3.4014005751,8.7357955905,3,4,0.18285287,3
3068.9,12.25,0.1238,12.1719,114.5587,250.4118,54.8844,0.3698,3.8609,2.1994,1.8202,0.2429,0.1782,9.0569,0.2337,0.8694,0.1609,0.1008,0.1494,0,0.1609,0,2660.6447175116,1217.1950363362,5851.8219916951,2677.0987629177,0.36765765,11.2248841687,3.258551326,9.052516618,3,4,0.190614934,3
3069,12.25,0.1144,12.1734,114.5692,256.7992,55.957,0.3578,3.8687,2.2093,1.8657,0.2381,0.1762,9.8616,0.2236,1,0.1706,0.0999,0.1487,0,0.1594,0,2660.400875628,1186.9195854193,5877.623654525,2622.2614400668,0.3757462202,11.486950502,3.1124134613,9.4120081945,3,4,0.200836851,4
3069.1,12.25,0.1125,12.1778,114.3387,262.1456,56.9472,0.3605,3.8309,2.2132,1.7309,0.2381,0.1742,9.4863,0.2307,1,0.176,0.0981,0.1421,0,0.1605,0,2665.764085126,1162.7126299278,5899.8690732009,2573.3155925562,0.3825332574,11.7382903619,2.9920265403,9.7436060018,4,4,0.210612171,4
3069.2,12.25,0.1158,12.1926,114.0963,266.3314,57.7809,0.3724,3.7549,2.2131,1.5673,0.2413,0.1724,8.387,0.2485,1,0.1696,0.0947,0.1326,0,0.1618,0,2671.4275572477,1144.4388457388,5912.1363269449,2532.7576095046,0.3876103813,11.9290623125,2.8985861952,9.9966715157,4,4,0.219103097,4
3069.3,12.25,0.121,12.1748,113.8737,268.6296,58.1782,0.3826,3.6651,2.2104,1.4519,0.2443,0.1718,7.4975,0.2616,1,0.1728,0.0908,0.1249,0,0.1435,0,2676.6496565932,1134.6478571237,5916.4664009337,2508.0256233863,0.3904696522,12.0420065614,2.8457258992,10.1448559619,4,4,0.223235409,4
3069.4,12.25,0.1261,12.1719,113.697,267.6296,58.6562,0.3837,3.5874,2.2062,1.3878,0.2452,0.1732,7.2783,0.2599,1,0.1793,0.0862,0.123,0,0.1405,0,2680.8095200401,1138.8874773194,5914.4019631125,2512.6135524621,0.3898865653,12.0399396077,2.8615841102,10.1322168676,4,4,0.228282062,4
3069.5,12.25,0.1292,12.1645,113.5328,265.0536,59.4055,0.3838,3.5417,2.2052,1.3971,0.2454,0.1736,7.0311,0.2592,1,0.1814,0.0827,0.1227,0,0.1472,0,2684.6867160856,1149.9560843543,5920.2711463119,2535.883157218,0.387649389,12.0058676143,2.9161542659,10.0617647704,4,4,0.236360948,4
3069.6,12.25,0.1288,12.1719,113.3996,260.4441,60.8903,0.3836,3.5462,2.2037,1.4497,0.2457,0.1741,7.2254,0.258,1,0.1831,0.0823,0.1227,0,0.1601,0,2687.8401687484,1170.3087149987,5923.1933798708,2579.0093152427,0.3830354651,11.8962809901,3.0182370777,9.8841229383,4,4,0.252994599,4
3069.7,12.25,0.1264,12.1719,113.3396,255.5683,62.3377,0.3828,3.5707,2.2034,1.4722,0.2454,0.1743,7.5527,0.2566,1,0.1762,0.0829,0.1235,0,0.1873,0,2689.2630642776,1192.6361759264,5925.5222358293,2627.8545500361,0.3775868258,11.7565222168,3.1340744014,9.6671392825,3,4,0.270042803,5
3069.8,12.25,0.1262,12.1645,113.3901,250.8481,63.3308,0.3771,3.5858,2.2007,1.4809,0.2445,0.1764,8.1746,0.2458,1,0.1741,0.0823,0.127,0,0.2129,0,2688.0653602034,1215.0779694963,5915.6254381996,2674.0220874705,0.3716000753,11.5693940531,3.2491453284,9.4032971675,3,4,0.282237789,5
3069.9,12.25,0.1266,12.1438,113.4741,246.8177,63.1521,0.3733,3.5888,2.1941,1.5144,0.2447,0.1796,9.1217,0.2347,1,0.1723,0.0818,0.1307,0,0.2279,0,2686.0755009293,1234.9195377803,5893.518256589,2709.5369578438,0.3659900812,11.3690214999,3.3460601276,9.1383147481,3,4,0.280012739,5
3070,12.25,0.1254,12.1438,113.5483,243.0719,62.6508,0.374,3.5923,2.1827,1.5651,0.2469,0.1841,10.8667,0.2266,1,0.173,0.0826,0.1347,0,0.2179,0,2684.3202408138,1253.9499629534,5859.0657896243,2736.9965841383,0.3604350285,11.1515332043,3.4320567653,8.8634953608,3,4,0.273842976,5
3070.1,12.25,0.1233,12.166,113.628,239.3248,62.1971,0.378,3.6276,2.1671,1.6357,0.2506,0.1896,13.5777,0.2202,0.9683,0.1819,0.0866,0.1382,0,0.1896,0,2682.4374273947,1273.5830135448,5813.110148907,2759.9817486529,0.3544876427,10.906549736,3.5150658728,8.5631724874,4,4,0.268349499,5
3070.2,12.25,0.1202,12.1364,113.7295,235.1586,61.6667,0.3837,3.7157,2.1523,1.7182,0.2546,0.1945,16.8382,0.217,0.7548,0.187,0.0939,0.1454,0,0.1664,0,2680.0434363995,1296.1465155857,5768.2574881627,2789.696145495,0.3473463014,10.6380407026,3.6158549385,8.2274707436,4,4,0.262034456,4
3070.3,12.25,0.1165,12.1541,113.9191,231.5331,61.1951,0.3913,3.8296,2.1401,1.8181,0.2586,0.198,20.0677,0.2187,0.7077,0.1882,0.1028,0.1519,0,0.1473,0,2675.5829356096,1316.4424438666,5726.015040498,2817.3184741188,0.3402958831,10.3753113084,3.7088376172,7.902752897,4,4,0.256514889,4
3070.4,12.25,0.112,12.2355,114.2011,228.507,61.0658,0.4006,3.907,2.1384,1.9135,0.261,0.1969,20.9357,0.2316,1,0.1873,0.1096,0.1514,0,0.131,0,2668.9760431379,1333.8759862936,5707.3383706462,2852.3604090903,0.3335370595,10.1598226427,3.8046950539,7.6233592735,4,4,0.255017055,4
3070.5,12.25,0.1078,12.2933,114.5472,227.3462,60.6998,0.41,3.9163,2.1442,1.8971,0.262,0.1926,19.66,0.2505,1,0.1795,0.1116,0.1484,0,0.1267,0,2660.9118337244,1340.6865828415,5705.527153872,2874.7001709288,0.3298848497,10.0431421229,3.8540719489,7.4737608237,4,4,0.250812977,4
3070.6,12.25,0.1076,12.2474,114.9959,227.6082,60.3899,0.4133,3.8285,2.1573,1.7466,0.2604,0.1867,16.1778,0.266,1,0.1698,0.1059,0.1383,0,0.1324,0,2650.5292797395,1339.1433173322,5717.9868151821,2888.9338784807,0.3286215018,9.997429478,3.8686964976,7.4182984796,4,4,0.247294201,4
3070.7,12.25,0.1122,12.2207,115.5158,228.8578,60.9872,0.4111,3.6902,2.1748,1.5831,0.2569,0.1802,11.8477,0.2769,1,0.1685,0.0954,0.1291,0,0.1469,0,2638.6000876071,1331.8313817576,5738.4274705279,2896.4668890464,0.3290645805,9.9979412277,3.8576054991,7.4262042284,4,4,0.25410977,4
3070.8,12.25,0.1186,12.2207,116.0934,231.4245,62.0893,0.4024,3.5842,2.1928,1.4759,0.2519,0.1748,8.7404,0.2781,1,0.1689,0.0861,0.1232,0,0.173,0,2625.4722490684,1317.0602075407,5757.1355477572,2888.0496230952,0.3318637133,10.0435526335,3.803735236,7.5077291428,4,4,0.267056721,5
3070.9,12.25,0.1229,12.2133,116.8006,234.4804,63.5492,0.3967,3.5408,2.2135,1.3897,0.2471,0.1679,6.2772,0.286,1,0.1714,0.0818,0.1156,0,0.1895,0,2609.5756357416,1299.8954283599,5776.295669714,2877.3185306746,0.3349925436,10.0867295059,3.740213204,7.5932540366,3,4,0.284975686,5
3071,12.25,0.1267,12.1882,117.6064,237.8473,65.5355,0.3924,3.5639,2.2262,1.3187,0.2441,0.1638,5.0503,0.2896,1,0.174,0.0827,0.1102,0,0.2019,0,2591.6956900305,1281.4944714529,5769.6329451459,2852.8629923485,0.338193241,10.078561967,3.6559281525,7.641276532,5,4,0.310837706,5
3071.1,12.25,0.1307,12.1763,118.493,240.6318,66.6352,0.388,3.645,2.2288,1.3455,0.2426,0.1635,4.6962,0.2852,1,0.1758,0.0871,0.1124,0,0.2101,0,2572.3038491725,1266.6655030632,5733.1508190357,2823.1440732272,0.3399497531,9.9794336427,3.5759792077,7.5954475042,5,4,0.325929774,5
3071.2,12.25,0.1314,12.2355,119.4738,242.6222,66.9656,0.378,3.7462,2.2166,1.5857,0.2421,0.1699,5.9385,0.2605,1,0.1794,0.0921,0.1244,0,0.2192,0,2551.1869547968,1256.2741579295,5654.9610040026,2784.6572984665,0.3399473542,9.762472073,3.4982930028,7.4302767378,5,4,0.330576107,5
3071.3,12.25,0.1232,12.2563,120.347,243.9099,65.141,0.362,3.881,2.1955,2.0579,0.2416,0.1807,10.0184,0.2197,1,0.186,0.0986,0.1419,0,0.2138,0,2532.6763442379,1249.6417734582,5560.4909137743,2743.5885136274,0.3391042169,9.5115867119,3.4285028158,7.225918168,4,4,0.305560498,5
3071.4,12.25,0.1091,12.277,121.1175,243.9338,62.3727,0.3434,4.0424,2.1777,2.6188,0.2398,0.1905,17.8653,0.1779,0.8491,0.1854,0.1063,0.1609,0,0.2133,0,2516.5644931575,1249.5193368037,5480.322496749,2721.0782597574,0.336403544,9.2581984697,3.4000399025,6.9915052013,3,4,0.27046559,5
3071.5,12.25,0.0967,12.3007,121.4277,243.6856,58.8053,0.3303,4.1776,2.1702,3.0383,0.2375,0.1954,26.7799,0.1519,0.642,0.1781,0.113,0.1749,0,0.2136,0,2510.1356609736,1250.7920041234,5447.4964114448,2714.4688073485,0.3348414896,9.1469738325,3.3952358797,6.883483246,4,4,0.22987319,4
3071.6,12.25,0.0891,12.3421,121.4973,243.152,56.7687,0.3271,4.2473,2.1805,3.1425,0.2348,0.1917,27.9374,0.1553,0.5663,0.1687,0.1167,0.1768,0,0.2147,0,2508.697724147,1253.5368822794,5470.2153875024,2733.3371718102,0.3336208192,9.1546649511,3.4263389566,6.8704389801,4,4,0.208825464,4
3071.7,12.25,0.0866,12.3036,121.2954,242.622,55.4938,0.3359,4.1993,2.2006,2.9044,0.2336,0.1825,21.5606,0.1847,0.5358,0.1504,0.114,0.1698,0,0.2251,0,2512.8735302411,1256.2751935109,5529.8294906485,2764.5591908401,0.3333904781,9.2650326439,3.4730471324,6.9496678889,3,4,0.196376507,4
3071.8,12.25,0.0885,12.2533,120.7978,242.2166,55.0186,0.3532,4.0665,2.2272,2.4149,0.2339,0.1696,12.9332,0.2321,0.5363,0.1366,0.1076,0.1535,0,0.2297,0,2523.2247607159,1258.3778320726,5619.7261870663,2802.6591075921,0.3344694093,9.4774268078,3.5268040919,7.1262240799,3,4,0.191873439,4
3071.9,12.25,0.0949,12.2074,120.2821,241.9694,56.8617,0.3738,3.906,2.2567,1.8628,0.2346,0.1552,6.3687,0.2868,0.5671,0.1283,0.0994,0.1322,0,0.2341,0,2534.0428875119,1259.6634119852,5718.5745842482,2842.6824218269,0.3358969849,9.7166825337,3.5808230387,7.3294671746,4,4,0.209754993,4
3072,12.25,0.1049,12.2,119.7677,241.9087,59.0043,0.3973,3.7795,2.2773,1.4568,0.2376,0.1437,3.1929,0.3388,0.6182,0.1207,0.0944,0.1124,0,0.2365,0,2544.9265536535,1259.9794881292,5795.561240635,2869.3512883166,0.3376442102,9.9288460046,3.6153237675,7.5186301596,4,4,0.232009508,4
3072.1,12.25,0.1161,12.2326,119.3283,241.83,61.4174,0.4113,3.6941,2.2884,1.2808,0.2395,0.1373,1.9395,0.3689,0.6989,0.1187,0.0898,0.1006,0,0.2532,0,2554.2976812709,1260.389529835,5845.2548138204,2884.2754000744,0.3390773426,10.0834401302,3.6353105154,7.6598997866,4,4,0.259105581,4
3072.2,12.25,0.1235,12.1808,118.887,241.6971,63.0244,0.4148,3.63,2.2876,1.2713,0.2404,0.1369,1.6849,0.3738,0.7722,0.1212,0.0837,0.1004,0,0.2656,0,2563.7790506952,1261.0825698778,5864.9009563703,2884.8524868524,0.3404127896,10.1855939559,3.6380371878,7.7602358307,3,4,0.278431014,5
3072.3,12.25,0.1268,12.2089,118.4268,241.2338,63.8531,0.4032,3.5756,2.2781,1.3249,0.2389,0.1423,2.05,0.3486,0.8239,0.1301,0.077,0.1077,0,0.272,0,2573.7417544002,1263.504533776,5863.2410906991,2878.389678395,0.3412352783,10.2413238664,3.6368584086,7.816751594,3,4,0.288819605,5
3072.4,12.25,0.1269,12.2296,117.8809,240.4831,63.5887,0.3887,3.5232,2.2723,1.369,0.2361,0.147,2.5115,0.3218,0.8088,0.1354,0.0705,0.1157,0,0.281,0,2585.6606116852,1267.4487313246,5875.3966079323,2880.0237521888,0.3418627248,10.3247383193,3.6502824509,7.8912166854,3,4,0.285473051,5
3072.5,12.25,0.1267,12.1911,117.2711,239.28,62.4954,0.377,3.4997,2.2713,1.3626,0.2333,0.1493,2.7963,0.3031,0.7959,0.1363,0.0674,0.1209,0,0.2863,0,2599.1058325538,1273.8214643932,5903.3490774795,2893.2306920762,0.3419339103,10.4294832095,3.685459357,7.9725103049,3,4,0.271951762,5
3072.6,12.25,0.1272,12.1793,116.5593,237.6258,61.1453,0.3717,3.5181,2.2782,1.3063,0.2308,0.1476,2.5708,0.3005,0.8017,0.1305,0.068,0.1217,0,0.2937,0,2614.977955427,1282.6890009418,5957.4427780538,2922.2220819457,0.3415801524,10.5808453716,3.7483021228,8.0819772897,4,4,0.255937213,4
3072.7,12.25,0.1301,12.1926,115.8419,235.7615,59.5462,0.366,3.5663,2.2867,1.2508,0.2281,0.1454,2.2312,0.2986,0.8313,0.1219,0.0704,0.1229,0,0.3054,0,2631.1723132994,1292.8319509335,6016.7017288218,2956.3188221996,0.3408677838,10.7349477656,3.8220234305,8.1869321453,4,4,0.237901183,4
3072.8,12.25,0.1326,12.2059,115.1367,233.6331,58.5946,0.3661,3.6195,2.2916,1.2283,0.2274,0.1436,1.9806,0.3028,0.8468,0.1145,0.0737,0.1229,0,0.3122,0,2647.2879629171,1304.6096636136,6066.5250958209,2989.6435051369,0.3396187732,10.8594151195,3.9003178076,8.2592032478,4,3,0.227627059,4
3072.9,12.25,0.1338,12.2059,114.4679,231.6159,57.9445,0.3659,3.6526,2.2927,1.2145,0.2272,0.1432,1.9192,0.3033,0.8442,0.1111,0.076,0.1229,0,0.3169,0,2662.7552353105,1315.9718309494,6104.8989279964,3017.1286168178,0.338407468,10.9619098881,3.9704562701,8.3149390414,4,3,0.220797902,4
3073,12.25,0.1342,12.1971,113.8625,229.8813,57.6735,0.3712,3.6342,2.2873,1.1836,0.2295,0.1444,2.0094,0.307,0.8081,0.1085,0.0758,0.1219,0,0.3149,0,2676.912943243,1325.9016718628,6122.9029750796,3032.7348940519,0.3374570297,11.0290005358,4.0211082663,8.3482616915,4,3,0.217995637,4
3073.1,12.25,0.1363,12.1778,113.3227,228.9037,58.1543,0.3754,3.5797,2.2768,1.1615,0.232,0.1476,2.2381,0.3048,0.7822,0.1132,0.0733,0.1217,0,0.3061,0,2689.6641184864,1331.5643215903,6123.8272649699,3031.7056473967,0.337668099,11.0884903642,4.0369110736,8.3972163151,4,3,0.222985236,4
3073.2,12.25,0.1375,12.1734,112.9367,229.1695,58.6887,0.3839,3.5107,2.2634,1.2035,0.2362,0.1512,2.5641,0.3069,0.7525,0.1217,0.0708,0.1207,0,0.284,0,2698.8569703206,1330.0199197537,6108.5928666235,3010.3670863706,0.3396198754,11.1477541827,4.0038481906,8.4785220556,4,3,0.228628196,4
3073.3,12.25,0.1349,12.1526,112.6913,230.2665,58.7115,0.3918,3.465,2.2494,1.3137,0.2403,0.1551,3.1335,0.3078,0.7304,0.1255,0.069,0.1228,0,0.2663,0,2704.7340832877,1323.6836448202,6084.0288469474,2977.4939906587,0.3425312531,11.2006667221,3.941260098,8.5731599901,4,4,0.228871253,4
3073.4,12.25,0.1295,12.16,112.5435,232.7924,58.6599,0.3931,3.4792,2.2378,1.4162,0.2424,0.1591,4.011,0.3006,0.7193,0.1333,0.0722,0.1231,0,0.2421,0,2708.2861293633,1309.3210946749,6060.6027002892,2929.9987456635,0.3474936251,11.298767342,3.8363091651,8.7412278986,4,4,0.228321449,4
3073.5,12.25,0.1253,12.1689,112.57,235.6924,58.5616,0.3902,3.5444,2.2317,1.4442,0.2426,0.1619,4.7972,0.2913,0.7288,0.1365,0.078,0.123,0,0.2349,0,2707.6485742205,1293.2109817712,6042.6593230879,2886.0589480187,0.3522349669,11.3850203998,3.7322831256,8.8968316494,4,4,0.227276731,4
3073.6,12.25,0.1244,12.1719,112.6928,238.6885,58.3905,0.3891,3.6376,2.228,1.4172,0.243,0.1636,5.1895,0.2867,0.7893,0.1322,0.0851,0.1229,0,0.2408,0,2704.698081865,1276.9781535348,6026.0673263953,2845.1073260756,0.3565739709,11.4545062057,3.6331398999,9.0324129392,4,4,0.225466662,4
3073.7,12.25,0.1247,12.1793,112.8869,241.2218,58.6549,0.3969,3.7103,2.2258,1.3755,0.2452,0.163,5.0597,0.2966,0.7792,0.1285,0.0914,0.1213,0,0.2357,0,2700.0475697357,1263.5673890171,6009.7658807178,2812.4482944742,0.3597910539,11.4883631633,3.5537179482,9.1192178645,4,4,0.228268224,4
3073.8,12.25,0.1256,12.24,113.2167,243.1281,59.1407,0.4057,3.7356,2.2239,1.316,0.2475,0.1621,4.8087,0.3084,0.7426,0.1322,0.0956,0.1169,0,0.2167,0,2692.1823370581,1253.6601075729,5987.1442993834,2788.0147132314,0.3615562674,11.4581870318,3.4952228253,9.1280384816,4,4,0.233482218,4
3073.9,12.25,0.1284,12.277,113.6964,244.5691,59.6963,0.4089,3.7002,2.219,1.2607,0.2491,0.1634,4.8424,0.3093,0.7446,0.1434,0.095,0.1146,0,0.1913,0,2680.8236672401,1246.2735480484,5948.7477176058,2765.4810031194,0.3621491715,11.3521492427,3.4465458218,9.0544520282,4,4,0.23955251,4
3074,12.25,0.1318,12.2947,114.2934,245.201,60.245,0.41,3.6198,2.2091,1.2761,0.2509,0.167,5.2811,0.3029,0.8261,0.1567,0.0904,0.1154,0,0.1696,0,2666.8206563109,1243.0618145929,5891.2735118563,2746.0478546172,0.3612109131,11.1596269212,3.4135072291,8.8839554352,4,4,0.245661677,4
3074.1,12.25,0.1325,12.2681,115.1109,245.6396,60.7926,0.4071,3.5424,2.1902,1.3575,0.2533,0.1749,7.0058,0.2834,1,0.1729,0.0852,0.1208,0,0.1548,0,2647.8813040294,1240.842274617,5799.3896320852,2717.6927498661,0.359301344,10.8597913103,3.3722280535,8.6116392747,4,4,0.251873955,4
3074.2,12.25,0.1291,12.2666,116.0086,245.9444,61.3667,0.409,3.5072,2.1661,1.4419,0.2579,0.184,10.2111,0.2671,1,0.1851,0.0836,0.1271,0,0.1401,0,2627.3914175328,1239.3044932107,5691.1925495179,2684.4574627436,0.3569231499,10.5171768662,3.3268601954,8.2992700693,4,4,0.258512987,4
3074.3,12.25,0.1272,12.3007,116.97,246.3521,62.0021,0.3988,3.5336,2.1406,1.5093,0.2602,0.1962,15.9147,0.231,1,0.1982,0.0853,0.1355,0,0.1363,0,2605.7963580405,1237.2535082916,5577.9676840216,2648.464859849,0.3544698515,10.1659512904,3.2768224394,7.9814029974,4,4,0.266014468,5
3074.4,12.25,0.1248,12.2622,117.9281,246.7697,62.6478,0.3958,3.5947,2.1277,1.543,0.2618,0.202,19.8908,0.2161,1,0.2014,0.0896,0.1391,0,0.1352,0,2584.6257168563,1235.1597461115,5499.3081377551,2628.0493918014,0.3520157982,9.885572145,3.2460608195,7.7215315987,3,4,0.273806371,5
3074.5,12.25,0.1242,12.2607,118.775,247.1942,62.7174,0.3858,3.6565,2.1349,1.5099,0.2583,0.201,19.4801,0.2066,1,0.1965,0.0923,0.1388,0,0.1527,0,2566.1965901915,1233.0386392561,5478.5731003999,2632.4141909479,0.349912133,9.7312710601,3.245868412,7.5673587854,3,4,0.274656578,5
3074.6,12.25,0.125,12.2977,119.5143,247.3993,62.4088,0.3858,3.6668,2.1585,1.4004,0.254,0.1916,14.1392,0.2253,1,0.183,0.0918,0.1325,0,0.1801,0,2550.3224300356,1232.0164204183,5504.8709652318,2659.307443473,0.3477959071,9.6707819807,3.2763104373,7.4865750225,3,4,0.270902195,5
3074.7,12.25,0.1294,12.2637,120.1304,247.6074,61.7684,0.3805,3.622,2.194,1.2445,0.2464,0.1784,8.358,0.2457,1,0.1682,0.0871,0.1239,0,0.2069,0,2537.2428627558,1230.9809803746,5566.7108408862,2700.7722709418,0.346076212,9.6912982863,3.3245992979,7.4748987544,4,4,0.263236457,4
3074.8,12.25,0.1361,12.2548,120.7721,247.8184,61.2528,0.38,3.5523,2.2246,1.1029,0.2412,0.1666,4.8847,0.2694,1,0.1597,0.082,0.1135,0,0.2192,0,2523.761696617,1229.9328863394,5614.3602702942,2736.1086989505,0.3442611078,9.6823339753,3.3652300694,7.4388472623,4,4,0.257185435,4
3074.9,12.25,0.1434,12.2178,121.4463,248.6275,60.8127,0.3812,3.4734,2.2434,1.0244,0.2385,0.1592,3.2875,0.2863,1,0.1558,0.0757,0.108,0,0.2259,0,2509.7512233802,1225.9303576636,5630.3758945312,2750.2521643825,0.3433150359,9.63535263,3.3716176195,7.3876075503,4,4,0.252104201,4
3075,12.25,0.1472,12.1748,122.1992,249.8157,60.4532,0.3868,3.4211,2.2526,1.0015,0.2385,0.1548,2.6088,0.3022,1,0.1544,0.0725,0.1035,0,0.2158,0,2494.2880149788,1220.0994573199,5618.6331825413,2748.3960375589,0.3427322891,9.5434007225,3.3533165139,7.3078563799,4,4,0.248009917,4
3075.1,12.25,0.1471,12.2074,122.9158,251.4619,60.4705,0.3949,3.3949,2.256,0.9954,0.24,0.1521,2.3317,0.3175,1,0.154,0.0717,0.0993,0,0.2055,0,2479.7462978722,1212.1120535556,5594.3076479997,2734.5247928215,0.3430300385,9.4530630631,3.3145504621,7.243362755,4,4,0.248205793,4
3075.2,12.25,0.1465,12.2119,123.5727,253.6251,60.4179,0.3988,3.4074,2.2602,0.9881,0.2403,0.1498,2.1352,0.3269,1,0.1537,0.0729,0.0968,0,0.2013,0,2466.5642168537,1201.7737992021,5574.9284429328,2716.2491409565,0.3443577308,9.3984962759,3.2643170497,7.2222849094,4,4,0.247610599,4
3075.3,12.25,0.1465,12.2163,123.8859,255.8556,60.2543,0.3979,3.446,2.266,0.9741,0.2392,0.1478,1.9562,0.3302,1,0.1509,0.0763,0.0933,0,0.2008,0,2460.3284150981,1191.2969659449,5575.1041886123,2699.478924831,0.3468731059,9.4287458487,3.2158810528,7.2848251468,4,4,0.245766213,4
3075.4,12.25,0.1476,12.237,123.8603,258.1137,60.0892,0.3931,3.4958,2.2691,0.9529,0.2376,0.1476,1.9072,0.3253,1,0.1518,0.0903,0.0613,0,0.2157,0,2460.8369267635,1180.8749399974,5583.885070519,2679.523326348,0.3504194369,9.5221213134,3.1641819472,7.4126666819,4,4,0.243915348,4
3075.5,12.25,0.1482,12.2548,123.3184,260.1127,59.5882,0.3982,3.5365,2.2651,0.9492,0.2395,0.1482,1.9416,0.3299,1,0.1482,0.0938,0.0629,0,0.2162,0,2471.6506214807,1171.79976218,5598.5358227158,2654.2436413139,0.3550325732,9.6906351221,3.1102420677,7.6171404103,4,4,0.238362393,4
3075.6,12.25,0.1491,12.2962,122.4477,261.9106,58.557,0.4063,3.5425,2.2563,0.9728,0.2427,0.1499,2.0679,0.3352,1,0.1396,0.0842,0.0982,0,0.1942,0,2489.2260124118,1163.7558770054,5616.4406518048,2625.7823852872,0.3601455426,9.9062305908,3.0557696826,7.8690508024,4,4,0.227227929,4
3075.7,12.25,0.1471,12.3066,121.4781,263.3972,57.6931,0.4129,3.5235,2.2459,0.9772,0.2458,0.1526,2.3748,0.3367,1,0.1312,0.0835,0.1021,0,0.1998,0,2509.0942317998,1157.1876997933,5635.1747351992,2598.9278549658,0.3649156315,10.1292546281,3.0074473464,8.1242897304,4,4,0.21819744,4
3075.8,12.25,0.1487,12.3007,120.4299,264.6938,57.2164,0.4067,3.4806,2.2377,0.9203,0.2455,0.1569,2.7752,0.3204,1,0.1355,0.0807,0.1031,0,0.2044,0,2530.9329327684,1151.5192271221,5663.4686236558,2576.754574531,0.369478895,10.3776160051,2.9671824361,8.399494381,4,4,0.213327457,4
3075.9,12.25,0.1544,12.2888,119.7261,266.0751,57.4408,0.4048,3.4266,2.2316,0.8346,0.2461,0.1596,2.8826,0.3122,1,0.1312,0.0764,0.1051,0,0.2306,0,2545.8108131811,1145.5412400484,5681.2314106949,2556.389831292,0.3730612134,10.5587403877,2.9284499774,8.6064404028,4,4,0.215610047,4
3076,12.25,0.1626,12.2622,119.252,267.7652,58.9891,0.4063,3.3553,2.2233,0.7713,0.2477,0.1626,2.9271,0.3073,1,0.1333,0.0699,0.1089,0,0.2535,0,2555.9319759836,1138.3107289521,5682.6035622044,2530.8062436792,0.3762896531,10.6832229514,2.8808439001,8.7626603513,4,4,0.231845819,4
3076.1,12.25,0.1663,12.2814,119.1577,270.0539,60.476,0.4171,3.2675,2.209,0.7325,0.2523,0.1663,3.228,0.3108,1,0.1383,0.0651,0.1084,0,0.2601,0,2557.9547104384,1128.6635741976,5650.5219553583,2493.2178354025,0.3791211974,10.7017737143,2.8140041534,8.8257709454,4,4,0.24826809,4
3076.2,12.25,0.1754,12.2725,119.1989,272.5635,61.0892,0.4258,3.1765,2.1853,0.705,0.2579,0.1754,4.0757,0.2983,0.9424,0.1446,0.0614,0.1115,0,0.259,0,2557.0705769936,1118.271522049,5587.9663319041,2443.7587571337,0.3817594008,10.6451098594,2.7327858249,8.8232526428,4,4,0.255287634,4
3076.3,12.25,0.1795,12.1985,119.3104,275.1973,60.1805,0.4432,3.1005,2.1569,0.6864,0.2662,0.1856,5.597,0.2913,0.8957,0.1443,0.0605,0.1148,0,0.2517,0,2554.6808995695,1107.5690059459,5510.1912322815,2388.9155889248,0.3842658562,10.5489284753,2.6458888641,8.7850025659,4,4,0.244937581,4
3076.4,12.25,0.1818,12.1734,119.5057,277.4997,58.7865,0.4596,3.0635,2.1314,0.671,0.2742,0.1944,7.3285,0.2886,0.8695,0.1394,0.063,0.1173,0,0.2379,0,2550.50595913,1098.3795658158,5436.1484012897,2341.0862065797,0.3861559766,10.4363938907,2.5714012511,8.72212639,4,4,0.229672118,4
3076.5,12.25,0.1822,12.1822,119.7202,279.5321,57.315,0.4757,3.0787,2.118,0.6574,0.28,0.1972,8.0098,0.2991,0.8654,0.1304,0.0689,0.1162,0,0.2254,0,2545.9362747473,1090.3935540856,5392.2930299148,2309.4535475532,0.3876822667,10.3708167466,2.5182132617,8.6920079055,4,4,0.214328256,4
