4389	20964	6316.33837891	6309.76416016	6351.30908203	6351.30908203	6351.30908203	6238.72998047	6113.47705078	6060.30126953	6060.30126953	6113.24804688	6168.99316406	6168.99316406	6132.77050781	6144.68945313	6150.06884766	6144.01318359	6061.22460938	6011.25927734	6011.25927734	6031.4921875	6034.28955078	6040.43310547	6032.06640625	6002.26513672	5996.13623047	5991.26513672	5985.90966797	5995.27539063	6147.53613281	6222.48046875	6222.48046875	6222.48046875	6215.65283203	6227.92822266	6246.70214844	6342.49267578	6390.02685547	6418.81005859	6497.66162109	6532.04199219	6558.85351563	6790.84814453	6773.83886719	6862.6484375	6879.61328125	7184.44335938	7183.00732422	7175.89355469	7444.28027344	7444.28027344	7671.14892578	7776.63525391	7929.04394531	8021.70898438	8210.23144531	8217.97949219	8305.15820313	8326.22070313	8326.20117188	8058.87109375	8055.61767578	8115.58007813	7884.31347656
4389	20965	6309.26855469	6338.24414063	6338.75	6344.69921875	6344.69921875	6193.35546875	6071.45019531	6069.15136719	6069.15136719	6143.77392578	6179.83203125	6165.67236328	6146.01367188	6147.97460938	6143.49365234	6140.83642578	6023.70507813	6018.97949219	6017.55908203	6038.59033203	6036.41259766	6034.57080078	6026.48828125	6018.59375	6002.79003906	5991.64941406	5991.64941406	6037.26611328	6161.7734375	6208.41699219	6208.41699219	6198.72216797	6196.83300781	6214.04248047	6231.60253906	6335.36572266	6372.55126953	6459.86474609	6438.50927734	6580.66796875	6582.33740234	6775.68359375	6740.47949219	6887.01074219	6886.91308594	7180.40869141	7179.49658203	7180.3046875	7450.71533203	7508.92578125	7597.96923828	7836.04980469	7942.48974609	8046.02832031	8195.74511719	8202.87207031	8290.21875	8314.30566406	8239.27929688	8075.14453125	8043.02929688	8115.88671875	7876.37255859
4389	20966	6289.96386719	6322.0234375	6330.91796875	6330.91796875	6299.86523438	6066.05664063	6061.74267578	6052.41748047	6081.96630859	6161.20556641	6161.20556641	6152.22802734	6147.21972656	6150.79003906	6131.44580078	6078.72607422	6032.86767578	6025.30371094	6025.30371094	6038.77539063	6043.10693359	6029.93164063	6032.38769531	6033.97216797	6028.24951172	5990.17041016	5990.17041016	6110.13330078	6200.58789063	6207.57568359	6207.57568359	6207.57568359	6206.85253906	6231.21826172	6275.55566406	6378.16015625	6421.52001953	6523.47265625	6520.69921875	6667.43994141	6701.81591797	6850.33154297	6839.296875	7011.75292969	7028.29296875	7295.69238281	7295.5078125	7299.68164063	7566.51269531	7637.38476563	7699.30664063	7951.87402344	8053.20458984	8139.06884766	8215.88964844	8238.640625	8315.22265625	8316.21289063	8117.21142578	8035.72460938	8057.63720703	8012.37255859	7827.26855469
4389	20967	6299.17626953	6346.36572266	6346.36572266	6346.12744141	6196.33691406	6062.42529297	6054.58691406	6103.15332031	6135.64990234	6139.97070313	6175.08105469	6181.04248047	6164.52050781	6131.46240234	6119.88671875	6050.45166016	6027.33886719	6027.96484375	6041.74902344	6038.98486328	6028.38818359	6029.4609375	6046.82275391	6036.67871094	6011.94628906	5994.85839844	6018.12304688	6144.11572266	6195.67431641	6201.65771484	6197.21044922	6197.21044922	6202.28662109	6219.90869141	6292.36865234	6334.14453125	6453.41503906	6511.80615234	6549.52441406	6581.48193359	6831.34326172	6814.2734375	6799.84521484	7076.44335938	7077.67724609	7248.71630859	7239.86767578	7442.13623047	7442.67236328	7673.57470703	7731.54443359	7938.47509766	8023.91845703	8173.38134766	8182.01806641	8250.20996094	8308.82128906	8308.82128906	8110.10058594	8000.14697266	8043.06298828	8075.14501953	7844.88183594
4389	20968	6340.49511719	6343.69335938	6343.69335938	6305.70654297	6119.65429688	6068.40136719	6068.40136719	6122.27148438	6142.40234375	6128.84472656	6164.09179688	6164.20068359	6115.10839844	6096.21142578	6055.06689453	6011.89208984	6007.6	6019.77734375	6018.46533203	6033.17089844	6033.71191406	6055.54003906	6047.87988281	6048.67724609	6028.69238281	6051.67382813	6065.90527344	6180.109375	6222.93359375	6216.66015625	6213.22314453	6208.23242188	6218.58740234	6220.13867188	6270.10449219	6406.45800781	6406.45800781	6496.98535156	6496.98535156	6703.19140625	6703.19140625	6838.19580078	6842.10546875	7043.13085938	7056.50146484	7242.25488281	7240.81591797	7410.80273438	7508.58789063	7586.55175781	7852.36474609	7872.77246094	8061.16162109	8185.9453125	8183.28417969	8316.80957031	8319.28808594	8297.34570313	8068.46435547	8035.35498047	8113.61962891	7974.18310547	7940.203125
4389	20969	6355.98339844	6355.98339844	6325.89794922	6260.34326172	6098.82177734	6098.82177734	6094.14746094	6144.60986328	6133.53710938	6177.14550781	6159.39941406	6118.11523438	6116.65429688	6053.03857422	6018.32568359	6009.23583984	6008.46826172	6005.19433594	6005.19433594	6043.53857422	6053.96630859	6053.96630859	6046.11279297	6054.70800781	6054.42285156	6054.42285156	6118.56298828	6173.09814453	6188.97216797	6221.94238281	6233.67724609	6211.12451172	6204.96337891	6204.96337891	6284.06689453	6397.84521484	6388.59326172	6417.95849609	6577.91162109	6659.18896484	6659.18896484	6859.22119141	6850.48095703	7030.32080078	7049.99267578	7252.81835938	7251.51855469	7445.32861328	7540.76806641	7573.95458984	7855.63671875	7934.31738281	7999.40966797	8165.91796875	8211.49023438	8321.21972656	8305.04589844	8280.91992188	8070.85498047	8032.88916016	8054.56298828	8059.76220703	7819.44287109
4389	20970	6358.07763672	6358.07763672	6311.86279297	6145.68554688	6126.76171875	6120.03173828	6119.05908203	6143.03222656	6164.55712891	6176.18212891	6156.07861328	6108.3359375	6098.05078125	6038.38769531	6026.32714844	6005.12255859	6001.66650391	6001.66650391	6026.26367188	6038.35742188	6038.35742188	6054.31054688	6031.26660156	6036.39697266	6048.71484375	6091.80615234	6111.63134766	6125.44824219	6182.44384766	6217.48291016	6217.48291016	6205.06201172	6205.86621094	6230.45605469	6274.79394531	6395.66601563	6394.98828125	6495.65576172	6508.77587891	6739.11425781	6774.94628906	6757.22167969	6973.44580078	7109.98925781	7161.859375	7168.57373047	7517	7524.21533203	7534.953125	7739.75976563	7913.91796875	7972.12695313	8043.21630859	8169.68994141	8213.59375	8314.15917969	8314.15917969	8152.85058594	8111.09716797	7947.21875	7963.14208984	7975.11962891	7787.140625
4389	20971	6350.67724609	6341.25097656	6173.43310547	6112.31201172	6103.44287109	6103.44287109	6098.82128906	6135.00292969	6128.58349609	6132.36523438	6112.62451172	6066.64111328	6048.04052734	6028.77978516	5980.5	5977.890625	5988.90380859	5995.18261719	6021.68212891	6030.64794922	6030.64794922	6040.08300781	6041.00976563	6067.09179688	6071.80322266	6116.09667969	6136.33984375	6136.33984375	6196.66699219	6228.83935547	6228.83935547	6234.68701172	6216.46240234	6236.91113281	6321.63671875	6357.52832031	6357.15576172	6545.29589844	6558.12744141	6584.86669922	6831.48291016	6845.29394531	6835.36767578	7105.11865234	7136.99121094	7287.24755859	7287.24755859	7621.53759766	7646.68359375	7646.68359375	7849.34033203	8077.39111328	8080.43212891	8080.43212891	8266.9765625	8333.06054688	8333.06054688	8137.07617188	8049.37011719	8058.34033203	7927.28564453	7905.54052734	7867.23876953
4389	20972	6374.65039063	6268.95458984	6133.33984375	6130.76318359	6130.76318359	6111.11035156	6126.51904297	6143.54443359	6159.50683594	6113.80126953	6097.88378906	6083.43457031	6035.30371094	6029.03173828	5991.49316406	5978.94091797	5977.90039063	6019.54882813	6028.10351563	6024.48388672	6026.30761719	6026.30761719	6067.77050781	6067.77050781	6067.390625	6126.54101563	6129.00683594	6154.92871094	6193.04541016	6210.46679688	6210.46679688	6232.12744141	6225.06591797	6250.47802734	6276.50390625	6386.91894531	6416.23681641	6489.06689453	6513.39453125	6762.45507813	6762.45507813	6774.48339844	7010.36816406	7022.98779297	7148.60742188	7159.84619141	7472.58642578	7524.86865234	7598.33398438	7768.8984375	7768.8984375	8073.63232422	8085.13378906	8085.13378906	8271.71679688	8333.2109375	8333.2109375	8145.37402344	8056.95507813	7960.54833984	8042.89013672	7944.15039063	7727.28320313
4389	20973	6371.79101563	6161.95458984	6155.95458984	6125.40625	6116.57910156	6104.60791016	6113.04980469	6144.83496094	6144.83496094	6077.87158203	6066.82519531	6031.09033203	6034.88037109	6001.17333984	5970.86816406	5970.86816406	5988.80322266	6017.07470703	6031.40869141	6025.04101563	6028.46191406	6052.81982422	6070.39648438	6077.55175781	6110.53271484	6129.30175781	6162.015625	6164.62841797	6203.16650391	6220.80957031	6220.80957031	6220.57177734	6236.90136719	6256.21728516	6310.53222656	6335.28027344	6442.08837891	6508.61035156	6510.05322266	6750.19824219	6747.72607422	6878.10107422	6862.92529297	7118.89160156	7118.89160156	7187.53857422	7391.125	7609.82421875	7617.70556641	7617.70556641	7947.29931641	8007.42675781	8035.79736328	8135.04638672	8312.51464844	8308.96191406	8326.41601563	8128.859375	8012.09228516	7994.80664063	8074.29003906	7840.45947266	7840.45947266
