DEPTH,BS,BVW,CALIPER,DTCO,DTSM,GR,NPHI,RHOB,RT16_Rxo,RTD90_Rt,RTM30,RTM60,RTS20,HCGR,PHIT,PHIE,KTIMUR,VCL,SW,SW_PEMEX,TEMP,GAS_TOTAL,VALBITE,VLIME5,VORTHO,VPYRITE,VSAND,Facies,VSh_AAA,eF_AAA,Vp,Vs,VpVsratio,Ip,Is,Poisson,K,MU,LAMBDA,K_menos_MU,K_RHO,MU_RHO,LAMBDA_RHO,K_RHO_MU_RHO
3038.35,12.25,0.25,12.9487,122.3255,251.1141,93.7307,0.385,2.1209,0.8296,0.7299,0.7675,0.7476,0.8101,90.6102,0.3124,0.25,19.7426,0.2498,0.9034,1,45.5025,285,0.0303,0,0.207,0,0.263,3,0.949854008,5,2491.712685,1213.790862,2.052835263,5284.673433,2574.32904,0.344437035,9.001625072,3.124697066,6.918493695,5.876928007,19.09154662,6.627170007,14.67343328,12.46437661
3038.5,12.25,0.2077,13.0951,119.2466,249.0966,84.9851,0.357,2.2237,0.9501,0.8729,0.9056,0.8863,0.9493,80.8695,0.2774,0.2077,8.1812,0.2789,0.9704,1,45.5081,285,0,0.003,0.1856,0,0.3249,3,0.68287813,5,2556.04772,1223.621679,2.088919936,5683.883314,2720.967528,0.351349148,10.08903051,3.329434856,7.869407271,6.759595652,22.43497714,7.40366429,17.49920095,15.03131285
3038.65,12.25,0.1672,13.3651,116.9803,247.1795,80.9016,0.3456,2.2832,1.0653,1.0008,1.0298,1.0157,1.0814,70.0331,0.2417,0.1672,2.4136,0.298,1,1,45.5136,285,0.0016,0.0189,0.1532,0,0.3611,2,0.583064631,5,2605.56692,1233.111969,2.113001078,5949.030392,2815.441248,0.355690425,10.87159106,3.471754302,8.557088194,7.39983676,24.82201671,7.926709422,19.53754376,16.89530729
3038.8,12.25,0.1525,13.4779,115.6527,243.0011,81.0902,0.3458,2.3082,1.1508,1.093,1.1055,1.0998,1.1527,59.584,0.2333,0.1525,1.18,0.3234,0.9958,1,45.5191,285,0,0.0354,0.1153,0.0001,0.3734,2,0.587374114,5,2635.476733,1254.31531,2.101127773,6083.207396,2895.210598,0.353575878,11.19014225,3.631506978,8.769137601,7.558635275,25.82908635,8.382244406,20.24092341,17.44684194
3038.95,12.25,0.1371,13.4419,115.5523,243.5378,81.8423,0.3497,2.3144,1.1831,1.1195,1.1124,1.1136,1.1582,56.9684,0.2243,0.1371,0.6558,0.3488,0.9991,1,45.5246,287.8959,0.009,0.0522,0.0997,0.0001,0.353,2,0.604838582,5,2637.766622,1251.551094,2.107598031,6104.847069,2896.589852,0.35473433,11.26952157,3.625230198,8.852701435,7.644291369,26.08218071,8.390232769,20.4886922,17.69194794
3039.1,12.25,0.1246,13.2928,115.5012,247.0775,80.1055,0.3488,2.3066,1.158,1.1186,1.1063,1.1065,1.1507,54.9242,0.2093,0.1246,0.4078,0.3391,0.9813,1,45.5301,298,0.0371,0.092,0.1045,0.0001,0.3025,3,0.565177036,5,2638.933621,1233.62103,2.139176909,6086.964291,2845.470267,0.360182015,11.38278544,3.510231962,9.042630798,7.872553477,26.25553289,8.096701043,20.8577322,18.15883185
3039.25,12.25,0.1141,13.075,115.424,250.0503,77.6421,0.3384,2.2885,1.0978,1.0941,1.0765,1.075,1.1184,51.9089,0.1928,0.1141,0.352,0.3148,0.9552,1,45.5357,298,0.0752,0.1424,0.109,0.0001,0.2445,4,0.512813237,5,2640.698642,1218.954746,2.166363148,6043.238841,2789.577937,0.364613459,11.42454691,3.400369266,9.157634065,8.024177643,26.1450756,7.781745066,20.95724556,18.36333054
3039.4,12.25,0.1114,12.846,115.2859,251.1674,76.051,0.3222,2.2743,1.0151,1.0132,1.0058,1.001,1.0524,52.8533,0.1819,0.1114,0.2967,0.2821,0.9729,1,45.5412,298,0.1005,0.1697,0.1202,0,0.2161,3,0.481262279,4,2643.861912,1213.533285,2.178648039,6012.935146,2759.93875,0.366542365,11.43166683,3.349277538,9.198815138,8.082389292,25.99903987,7.617261904,20.92086527,18.38177797
3039.55,12.25,0.112,12.7051,115.8902,252.9645,75.6094,0.3089,2.2782,0.9285,0.926,0.9181,0.9142,0.957,55.8109,0.1774,0.112,0.2258,0.2616,1,1,45.5467,298,0.1021,0.1661,0.1305,0,0.2278,3,0.472805576,4,2630.07571,1204.912152,2.182794576,5991.838482,2745.030864,0.367183488,11.34896079,3.307521045,9.143946757,8.041439742,25.85520246,7.535194444,20.8317395,18.32000802
3039.7,12.25,0.113,12.632,116.344,253.8797,76.4454,0.3087,2.2932,0.8685,0.8291,0.8273,0.8235,0.8633,56.301,0.1736,0.113,0.2107,0.2424,1,1,45.5522,298,0.0944,0.1498,0.1309,0,0.2695,2,0.488923813,4,2619.817094,1200.568616,2.182146909,6007.76456,2753.14395,0.367083674,11.33212666,3.305338221,9.128567851,8.026788444,25.98683287,7.579801608,20.9336318,18.40703126
3039.85,12.25,0.1154,12.5638,116.2983,254.5127,76.864,0.324,2.3047,0.8484,0.7995,0.8011,0.7964,0.8294,55.6691,0.1741,0.1154,0.3434,0.2347,1,1,45.5578,298.4286,0.084,0.12,0.125,0,0.3209,2,0.497169281,4,2620.846564,1197.582675,2.188447295,6040.265077,2760.06879,0.368049562,11.42339389,3.305410564,9.219786847,8.117983325,26.3274959,7.617979727,21.24884275,18.70951617
3040,12.25,0.122,12.4981,116.2059,253.2353,75.6943,0.3397,2.3088,0.8652,0.8447,0.8499,0.8451,0.8756,53.3643,0.1785,0.122,0.6548,0.2263,1,1,45.5633,300,0.0746,0.1035,0.115,0,0.3587,3,0.474421523,4,2622.930505,1203.623665,2.17919486,6055.821951,2778.926319,0.366627197,11.42429149,3.344781482,9.194437165,8.079510004,26.37640418,7.722431485,21.22811653,18.6539727
3040.15,12.25,0.1265,12.4703,116.1136,251.9579,75.0379,0.3516,2.3089,0.9108,0.8872,0.897,0.89,0.9324,54.3749,0.1775,0.1265,0.8522,0.2037,1,1,45.5688,300,0.0763,0.1183,0.1202,0,0.3549,3,0.462049141,4,2625.015502,1209.725911,2.169925831,6060.898293,2793.136155,0.365177439,11.40471307,3.378929178,9.152093618,8.025783892,26.33234201,7.80160958,21.13126896,18.53073243
3040.3,12.25,0.1234,12.4699,114.9284,252.264,76.6948,0.361,2.3129,0.9894,0.9428,0.953,0.9478,0.9878,54.0642,0.1688,0.1234,0.6782,0.1816,1,1,45.5743,300,0.0863,0.1579,0.125,0,0.3258,2,0.493822207,4,2652.085994,1208.258015,2.194966605,6134.009696,2794.579964,0.369037212,11.76582302,3.376573641,9.514773924,8.389249377,27.21317206,7.809677174,22.00672061,19.40349488
3040.45,12.25,0.1135,12.4699,114.2199,250.2339,78.6143,0.3649,2.3277,1.0826,0.9984,1.009,1.0056,1.0432,53.7535,0.1566,0.1135,0.2329,0.1727,1,1,45.5798,300,0.0924,0.1867,0.1286,0,0.3061,3,0.532953756,5,2668.536744,1218.060383,2.190808257,6211.552978,2835.279153,0.368408614,11.97103574,3.45354121,9.668674937,8.517494534,27.8649799,8.038807874,22.50577465,19.82617203
3040.6,12.25,0.1032,12.474,114.1344,248.7069,78.6655,0.3564,2.3451,1.1405,1.1783,1.1939,1.1921,1.2138,53.1078,0.153,0.1032,0.0672,0.1992,0.9459,1,45.5854,300,0.0912,0.1928,0.1283,0.0037,0.2817,3,0.534033111,5,2670.535789,1225.538978,2.179070464,6262.67348,2874.011457,0.366607906,12.02840958,3.522213063,9.680267539,8.506196518,28.20782331,8.259941854,22.7011954,19.94788145
3040.75,12.25,0.0997,12.4956,113.1649,245.3593,78.1251,0.3356,2.351,1.1509,1.2361,1.2475,1.2402,1.2906,53.2435,0.1585,0.0997,0.121,0.2352,0.9358,1,45.5909,300,0.0804,0.2006,0.1268,0.0045,0.2528,4,0.522735588,5,2693.414654,1242.259821,2.168157264,6332.217852,2920.552838,0.364897944,12.2178411,3.628085445,9.799117466,8.589755651,28.72414442,8.529628881,23.03772516,20.19451554
3040.9,12.25,0.0976,12.5194,113.0332,244.8111,78.5742,0.3211,2.3448,1.1264,1.1306,1.1401,1.1329,1.1632,55.725,0.1609,0.0976,0.1949,0.253,0.9905,1,45.5964,575.3766,0.0784,0.2125,0.1338,0.0026,0.222,3,0.532109721,5,2696.552871,1245.041585,2.165833578,6322.877172,2919.373509,0.364529304,12.2036507,3.634741421,9.780489751,8.568909278,28.61512016,8.522741684,22.93329237,20.09237847
3041.05,12.25,0.0972,12.5088,112.743,244.5777,79.492,0.3241,2.3343,1.0774,1.0705,1.0771,1.0693,1.0987,55.7157,0.1597,0.0972,0.1984,0.2502,1,1,45.6019,1668,0.0961,0.2169,0.1374,0.0068,0.1954,3,0.551720706,5,2703.493787,1246.229726,2.169338229,6310.765546,2909.074049,0.36508468,12.22728271,3.625374554,9.810366336,8.601908151,28.54214602,8.462711822,22.90033814,20.0794342
3041.2,12.25,0.0994,12.4809,113.3605,245.0216,79.9568,0.3256,2.3243,1.0195,1.0111,1.0135,1.0069,1.0398,55.4626,0.1618,0.0994,0.1589,0.2494,1,1,45.6075,1668,0.1244,0.176,0.1402,0.0206,0.19,4,0.561889528,5,2688.767251,1243.97196,2.161437185,6249.501722,2891.364027,0.363827403,12.00775453,3.596775775,9.609904018,8.410978759,27.90962386,8.359985935,22.33629991,19.54963793
3041.35,12.25,0.1003,12.4701,113.933,247.8265,79.2756,0.3192,2.3212,0.989,0.9939,0.9979,0.9866,1.0246,57.3855,0.1668,0.1003,0.2064,0.266,1,1,45.613,1668,0.1291,0.1168,0.142,0.027,0.2188,4,0.547041201,5,2675.25651,1229.892687,2.175195071,6209.805412,2854.826905,0.36600468,11.93131471,3.511130733,9.59056089,8.420183979,27.69496771,8.150036658,22.26160994,19.54493105
3041.5,12.25,0.104,12.4766,114.8304,250.9031,77.2291,0.3132,2.3234,1.0027,1.0243,1.0298,1.0189,1.0616,60.5611,0.1699,0.104,0.2898,0.2634,1,1,45.6185,1668,0.1003,0.0987,0.1426,0.015,0.276,2,0.504457918,5,2654.349371,1214.811615,2.18498847,6167.115328,2822.493305,0.367520703,11.79794849,3.428797649,9.512083394,8.369150844,27.41135353,7.966468458,22.10037456,19.44488507
3041.65,12.25,0.1117,12.5012,114.9148,251.2793,74.8851,0.3118,2.3179,1.0091,1.033,1.0418,1.0295,1.0832,61.0229,0.1741,0.1117,0.4192,0.2496,1,1,45.624,1668,0.078,0.1283,0.1404,0.003,0.2889,3,0.459208667,4,2652.399865,1212.992873,2.186657419,6147.997647,2811.59618,0.367776311,11.75968662,3.410446128,9.486055873,8.349240497,27.25777763,7.90507308,21.98772891,19.35270455
3041.8,12.25,0.1293,12.5378,115.6244,251.8765,73.3648,0.316,2.3075,0.9962,1.0102,1.0253,1.0103,1.0597,59.0448,0.1896,0.1293,0.9174,0.2412,1,1,45.6295,1668,0.0619,0.1649,0.1339,0,0.2687,3,0.431741003,4,2636.121787,1210.116863,2.178402655,6082.851025,2792.344661,0.366504269,11.5297183,3.379063361,9.277009393,8.15065494,26.60482498,7.797188706,21.40669918,18.80763627
3041.95,12.25,0.1414,12.5807,115.5181,250.2664,73.1618,0.3266,2.3079,0.9885,0.9978,1.012,0.9975,1.0455,57.7602,0.2069,0.1414,1.7111,0.2621,1,1,45.6351,1668,0.0461,0.172,0.1267,0.0036,0.2483,3,0.42818023,4,2638.547552,1217.902203,2.166469151,6089.503896,2810.796495,0.364630294,11.50307861,3.423275245,9.220895109,8.079803361,26.54795511,7.900576938,21.28090382,18.64737818
3042.1,12.25,0.1419,12.6264,115.6973,251.2825,75.2983,0.3421,2.3078,0.9865,0.9824,1.0002,0.9795,1.0308,56.4773,0.2183,0.1419,1.7527,0.3055,1,1,45.6406,1792.7078,0.0417,0.1516,0.1184,0.009,0.2319,3,0.466924174,4,2634.460787,1212.977426,2.171895973,6079.808604,2799.309303,0.365487698,11.48968537,3.395498993,9.226019374,8.094186376,26.51589589,7.836132575,21.29180751,18.67976332
3042.25,12.25,0.1354,12.6471,116.1654,251.1615,79.2661,0.3569,2.2869,0.9866,0.9422,0.9589,0.9352,0.9971,54.4916,0.2229,0.1354,1.3174,0.35,1,1,45.6461,2336,0.0533,0.1247,0.1084,0.0091,0.2192,4,0.546836562,5,2623.844966,1213.561792,2.162102485,6000.471052,2775.294462,0.363933995,11.25365067,3.36799132,9.008323123,7.88565935,25.73597372,7.70225935,20.60113415,18.03371437
3042.4,12.25,0.132,12.5979,116.0227,249.5042,80.4908,0.3636,2.2532,0.9882,0.9488,0.9633,0.9403,0.9934,52.3941,0.2199,0.132,0.8461,0.3518,0.9771,1,45.6516,2336,0.0761,0.1137,0.1024,0.0049,0.2192,2,0.573773557,5,2627.072116,1221.622722,2.15047745,5919.318892,2752.560318,0.362051965,11.06702397,3.362590228,8.825297151,7.704433741,24.93621841,7.576588302,19.88515954,17.35963011
3042.55,12.25,0.137,12.5446,116.6576,248.0714,76.7388,0.3574,2.2333,0.9991,1.0229,1.038,1.0067,1.0707,52.0741,0.2141,0.137,1.0479,0.3088,0.8912,1,45.6572,2336,0.0922,0.1265,0.1069,0.0013,0.2274,2,0.494690742,4,2612.774478,1228.678518,2.126491544,5835.109243,2744.007733,0.358033848,10.7504867,3.371503354,8.502817801,7.37898335,24.00906195,7.52957844,18.98934299,16.47948351
3042.7,12.25,0.1379,12.5367,117.1333,248.9906,73.9291,0.3458,2.2496,1.0335,1.0767,1.1004,1.0641,1.1442,53.9979,0.2037,0.1379,1.0642,0.2631,0.8912,1,45.6627,2336,0.0905,0.1525,0.119,0,0.237,4,0.441770095,4,2602.163518,1224.142598,2.125702938,5853.82705,2753.831189,0.357898552,10.7378391,3.371082066,8.490451057,7.366757035,24.15584284,7.583586216,19.1001187,16.57225663
3042.85,12.25,0.132,12.5219,117.065,249.9934,76.9166,0.3358,2.2725,1.0748,1.0901,1.1191,1.0808,1.1619,56.3381,0.1968,0.132,0.8564,0.2592,0.9229,1,45.6682,2454.0244,0.0824,0.1787,0.1289,0,0.2187,2,0.498213753,4,2603.681715,1219.232188,2.135509332,5916.866698,2770.705147,0.359566345,10.90146044,3.378132897,8.649371838,7.523327539,24.77356884,7.676807009,19.6556975,17.09676183
3043,12.25,0.125,12.4763,117.0306,249.5419,81.1499,0.3354,2.2514,1.0741,1.0642,1.097,1.0588,1.1325,53.7207,0.2003,0.125,0.6337,0.3013,0.9003,1,45.6737,3003,0.0969,0.205,0.1233,0,0.1484,2,0.588744052,5,2604.447042,1221.438163,2.132279079,5863.65207,2749.945881,0.359020466,10.79305283,3.358888846,8.553793599,7.434163984,24.29947914,7.562202348,19.25801091,16.73727679
3043.15,12.25,0.1172,12.497,116.5514,248.5785,81.5952,0.3541,2.2179,1.0515,1.0114,1.042,1.0099,1.0775,54.589,0.2026,0.1172,0.4837,0.3416,0.8672,1,45.6793,3003,0.122,0.2105,0.1266,0,0.082,2,0.599051073,5,2615.155202,1226.172014,2.132780044,5800.152722,2719.52691,0.359105347,10.72215585,3.334607789,8.499083987,7.387548057,23.78066945,7.395826614,18.85011837,16.38484284
3043.3,12.25,0.1147,12.5196,116.7975,246.8725,79.9621,0.3975,2.2353,1.006,0.9576,0.9897,0.967,1.0174,55.6841,0.2029,0.1147,0.4243,0.353,0.9336,1,45.6848,3003,0.1097,0.2039,0.1277,0.0001,0.0909,4,0.562006415,5,2609.644898,1234.645414,2.113679659,5833.339241,2759.802894,0.355809786,10.67977334,3.407377987,8.408188015,7.272395353,23.87249735,7.616512015,18.79482267,16.25598533
3043.45,12.25,0.1132,12.5363,116.7089,247.8038,80.055,0.4212,2.2694,0.968,0.8796,0.9118,0.8877,0.9511,57.5496,0.199,0.1132,0.4476,0.3432,1,1,45.6903,3003,0.0907,0.1857,0.1313,0.0017,0.1342,4,0.56405869,5,2611.62602,1230.005351,2.12326395,5926.82409,2791.374144,0.357478792,10.9007745,3.433405133,8.611837742,7.467369364,24.73821764,7.791769609,19.54370457,16.94644803
3043.6,12.25,0.1154,12.5374,117.7909,248.592,83.2006,0.4016,2.2717,0.9571,0.8438,0.8725,0.8414,0.9124,55.1673,0.1985,0.1154,0.7102,0.3323,1,1,45.6958,3003,0.1007,0.1847,0.1287,0.008,0.1302,3,0.637540492,5,2587.636227,1226.105426,2.110451656,5878.333216,2785.343696,0.355240561,10.65748796,3.415125018,8.380737945,7.24236294,24.21061539,7.758139503,19.03852239,16.45247589
3043.75,12.25,0.1189,12.5481,117.8953,249.8788,85.1862,0.3729,2.2793,0.9785,0.929,0.9649,0.9267,0.9999,53.7901,0.1957,0.1189,1.1421,0.3072,1,1,45.7013,3003,0.1081,0.193,0.1299,0.0139,0.1291,3,0.688162969,5,2585.344793,1219.791355,2.119497554,5892.776387,2780.270435,0.356826644,10.71305896,3.391349841,8.452159068,7.321709121,24.41827529,7.729903692,19.26500616,16.6883716
3043.9,12.25,0.1225,12.5802,117.484,249.1996,83.6533,0.3468,2.3016,0.9995,1.0179,1.0583,1.0225,1.099,58.3093,0.1923,0.1225,1.7102,0.2791,1,1,45.7069,3003,0.0869,0.1725,0.1388,0.0113,0.189,3,0.648781381,5,2594.395833,1223.115928,2.121136495,5971.261448,2815.12362,0.357111015,10.90085243,3.443222539,8.60537074,7.457629894,25.08940196,7.924920995,19.8061213,17.16448096
3044.05,12.25,0.1281,12.5896,117.7602,248.7692,81.9651,0.3271,2.3215,1.0055,0.9277,0.9686,0.9286,1.0193,62.0918,0.1947,0.1281,2.2851,0.2664,1,1,45.7124,3123.0879,0.0501,0.1213,0.1385,0.0035,0.292,2,0.607733012,5,2588.310821,1225.232062,2.112506602,6008.763572,2844.376233,0.355603347,10.90585317,3.485020959,8.58250586,7.420832207,25.31793812,8.090476155,19.92428735,17.22746197
3044.2,12.25,0.13,12.556,118.05,247.881,82.0355,0.3155,2.3328,0.953,0.8356,0.8705,0.8335,0.9128,65.4163,0.2025,0.13,2.5277,0.29,1,1,45.7179,3749,0.0215,0.0638,0.1363,0,0.3584,2,0.609397848,5,2581.956798,1229.622278,2.099796696,6023.188818,2868.462851,0.353335711,10.84877888,3.527125827,8.497361662,7.321653053,25.30803137,8.228079128,19.82264528,17.07995224
3044.35,12.25,0.1305,12.5216,118.4912,247.4308,82.6165,0.3089,2.3396,0.8591,0.8509,0.8809,0.8508,0.9098,62.9897,0.2133,0.1305,2.4698,0.3311,1,1,45.7234,3749,0.0022,0.0449,0.1217,0,0.3696,3,0.623291585,5,2572.342925,1231.859574,2.0881787,6018.253507,2882.05866,0.351212187,10.74728976,3.550291555,8.380428721,7.196998202,25.14435912,8.306262122,19.60685104,16.83809699
3044.5,12.25,0.1266,12.4881,116.5572,244.631,82.5305,0.3034,2.345,0.8587,0.9385,0.9727,0.936,1.0089,59.2295,0.2144,0.1266,2.0429,0.3511,1,1,45.7289,3749,0,0.0482,0.1147,0.0001,0.3593,3,0.621217579,5,2615.025069,1245.958198,2.098806423,6132.233787,2921.771975,0.353156622,11.18207076,3.640405746,8.755133593,7.541665011,26.22195592,8.536751474,20.53078828,17.68520445
3044.65,12.25,0.1232,12.4702,115.7037,245.3534,81.5409,0.3008,2.3333,0.9535,1.031,1.074,1.0322,1.1203,59.7575,0.2106,0.1232,1.5439,0.3497,1,1,45.7345,3749,0.0125,0.0661,0.1235,0.0021,0.3228,2,0.597785814,5,2634.315065,1242.289693,2.120532014,6146.647341,2898.634541,0.357006238,11.39094727,3.600943815,8.990318062,7.790003458,26.57849727,8.402082202,20.97710914,18.17641507
3044.8,12.25,0.1164,12.4697,115.4212,244.8896,79.8905,0.3072,2.3037,1.0546,1.1357,1.1807,1.1332,1.2209,60.8001,0.2036,0.1164,0.9762,0.3491,0.9635,1,45.74,3749,0.0479,0.0835,0.1235,0.0019,0.2778,4,0.560429125,5,2640.762702,1244.642484,2.121703812,6083.525037,2867.28289,0.357209237,11.30682322,3.568742098,8.92766182,7.73808112,26.04752865,8.221311171,20.56665453,17.82621748
3044.95,12.25,0.112,12.4573,115.077,243.6316,78.455,0.3188,2.2903,1.1572,1.1302,1.178,1.1311,1.2226,61.8259,0.1945,0.112,0.581,0.33,0.9369,1,45.7455,3749,0.071,0.1042,0.1335,0.0018,0.2476,3,0.52960759,5,2648.661331,1251.069237,2.117118104,6066.229047,2865.323874,0.356412162,11.28776156,3.584718554,8.897949193,7.703043009,25.85236031,8.210080904,20.37897304,17.6422794
3045.1,12.25,0.1105,12.4345,114.999,240.6217,79.1245,0.332,2.298,1.2207,1.0997,1.1402,1.0992,1.1813,61.0737,0.1797,0.1105,0.3122,0.2769,0.9589,1,45.751,3809.2385,0.0842,0.173,0.1434,0,0.2121,4,0.543794234,5,2650.45783,1266.718671,2.092380803,6090.752093,2910.919506,0.351985938,11.22686013,3.687316087,8.768649403,7.539544041,25.79932457,8.473452368,20.15035633,17.32587221
3045.25,12.25,0.1092,12.4117,114.8509,240.556,82.1533,0.3392,2.3153,1.157,1.0984,1.1304,1.0863,1.1692,59.132,0.1687,0.1092,0.1805,0.2379,0.9671,1,45.7566,4148,0.088,0.2337,0.1467,0,0.1845,2,0.612192592,5,2653.87559,1267.064634,2.094506878,6144.518154,2933.634746,0.35237495,11.35064696,3.717104835,8.87257707,7.633542126,26.28015291,8.606212824,20.54267769,17.67394008
3045.4,12.25,0.1072,12.4183,115.2232,241.163,84.9413,0.3376,2.3267,1.0929,1.0991,1.1301,1.0829,1.1676,57.5316,0.1627,0.1072,0.17,0.222,0.9737,1,45.7621,4148,0.0882,0.255,0.1455,0,0.182,3,0.681731892,5,2645.300599,1263.87547,2.093007311,6154.820904,2940.659056,0.352100743,11.32584896,3.716626847,8.848097731,7.609222115,26.35185278,8.647475686,20.58686899,17.7043771
3045.55,12.25,0.112,12.4405,115.6663,242.3774,84.5368,0.3334,2.3212,1.0804,1.0732,1.1035,1.0639,1.1413,58.7684,0.1671,0.112,0.4069,0.2204,0.9811,1,45.7676,4148,0.0855,0.2358,0.1467,0,0.1997,4,0.671226953,5,2635.166855,1257.542989,2.095488487,6116.749304,2919.008785,0.352554001,11.22428298,3.670779032,8.777096961,7.55350395,26.05380566,8.52061229,20.37339747,17.53319337
3045.7,12.25,0.1236,12.4633,115.766,243.8565,80.9626,0.3355,2.2977,1.0765,1.0328,1.0601,1.0227,1.0939,59.5925,0.1785,0.1236,0.9075,0.2194,0.9765,1,45.7731,4148,0.0864,0.1967,0.1437,0,0.2302,2,0.584455433,5,2632.897396,1249.915422,2.106460446,6049.608348,2871.930664,0.354531727,11.14177083,3.589670427,8.748657215,7.552100406,25.60044684,8.24798574,20.10178968,17.3524611
3045.85,12.25,0.129,12.4195,115.6058,244.56,76.9398,0.3417,2.2595,1.0612,1.0056,1.0322,0.9967,1.0716,57.2358,0.1833,0.129,1.1761,0.217,0.943,1,45.7787,4185.5684,0.1084,0.1664,0.1354,0,0.2439,2,0.49867503,4,2636.545917,1246.319921,2.115464795,5957.2755,2816.059863,0.356123028,11.02701505,3.509711507,8.687207384,7.517303548,24.91554052,7.93019315,19.62874508,16.98534737
3046,12.25,0.1296,12.43,115.9095,245.4898,74.185,0.3375,2.234,1.0608,1.0894,1.1198,1.0845,1.1573,57.0118,0.1871,0.1296,1.2893,0.2299,0.8602,1,45.7842,4414,0.1234,0.1648,0.1354,0,0.2169,4,0.446382281,4,2629.637778,1241.599447,2.117943741,5874.610795,2773.733165,0.3565562,10.85627772,3.443865565,8.560367347,7.412412159,24.25292444,7.693595672,19.12386065,16.55932876
3046.15,12.25,0.1184,12.4632,117.3419,245.5681,72.9688,0.3285,2.2382,1.1373,1.1915,1.2339,1.1869,1.2721,57.7646,0.1925,0.1184,0.7147,0.2963,0.8126,1,45.7897,4414,0.1366,0.198,0.1441,0.011,0.0956,3,0.42481771,4,2597.537623,1241.20356,2.092757148,5813.808708,2778.061809,0.352054919,10.50406657,3.448140207,8.205306436,7.055926367,23.51020181,7.717627412,18.36511687,15.7925744
3046.3,12.25,0.1226,12.4698,118.4692,246.7702,72.8323,0.327,2.2345,1.2244,1.0804,1.1188,1.0772,1.158,58.6978,0.2108,0.1226,1.2402,0.3528,0.8553,1,45.7952,4414,0.1277,0.2327,0.1469,0.0173,0,3,0.422452916,4,2572.820615,1235.157243,2.082990347,5748.967664,2759.958861,0.350247785,10.24575162,3.408983178,7.973096165,6.836768439,22.89413199,7.617372912,17.81588338,15.27675908
3046.45,12.25,0.1391,12.4699,118.7134,245.8207,73.4101,0.3318,2.1932,1.1989,0.9995,1.0393,0.9982,1.0751,57.3155,0.2321,0.1391,3.2855,0.3722,0.8237,1,45.8007,4414,0.1086,0.2383,0.1304,0.0115,0,3,0.432538978,4,2567.528181,1239.928126,2.070707266,5631.102807,2719.410367,0.347923945,9.962183948,3.371873401,7.714268347,6.590310546,21.84906183,7.395192744,16.91893334,14.45386909
3046.6,12.25,0.1471,12.4699,119.1303,245.26,74.3205,0.3306,2.1521,1.1229,1.0331,1.0687,1.0317,1.0927,53.7577,0.2351,0.1471,6.0908,0.352,0.7505,1,45.8063,4414,0.1386,0.2243,0.123,0.0041,0.0109,4,0.448840843,4,2558.543041,1242.762782,2.058754154,5506.240478,2674.549784,0.345606041,9.65617868,3.323830931,7.440291393,6.332347749,20.78106214,7.153216547,16.01225111,13.62784559
3046.75,12.25,0.1531,12.4699,119.5228,244.8472,75.2958,0.317,2.145,1.0904,1.0572,1.0926,1.0577,1.1182,53.3143,0.2364,0.1531,7.8494,0.3334,0.733,1,45.8118,4414,0.1307,0.1774,0.1199,0,0.0854,3,0.466877164,4,2550.141061,1244.858018,2.048539693,5470.052576,2670.220448,0.343579642,9.517345235,3.324045333,7.301315013,6.193299902,20.41470553,7.130077239,15.6613207,13.28462829
3046.9,12.25,0.1657,12.4699,119.8802,244.6055,75.6743,0.3006,2.1603,1.1444,1.0912,1.1255,1.0843,1.1654,55.0125,0.2437,0.1657,11.0049,0.3118,0.7418,1,45.8173,4517.6235,0.1027,0.1164,0.1248,0,0.1785,3,0.47404043,4,2542.538301,1246.088089,2.040416182,5492.645491,2691.924098,0.341937127,9.492762127,3.354374555,7.256512424,6.138387573,20.50721402,7.24645535,15.67624379,13.26075867
3047.05,12.25,0.1793,12.4699,119.6914,244.1163,76.3071,0.2944,2.184,1.332,1.2452,1.2837,1.245,1.3049,56.6756,0.25,0.1793,15.1092,0.2829,0.7118,1,45.8228,5222,0.0688,0.0596,0.1322,0.0001,0.2771,2,0.486225454,4,2546.548875,1248.585203,2.039547536,5561.662743,2726.910083,0.341759841,9.623339893,3.40477958,7.353486839,6.218560313,21.01737433,7.436038603,16.06001526,13.58133572
3047.2,12.25,0.1862,12.4846,119.5856,241.0936,78.8301,0.2985,2.2107,1.4895,1.3254,1.3701,1.3126,1.4066,58.357,0.2522,0.1862,17.5969,0.264,0.7175,1,45.8283,5222,0.0414,0.0361,0.1395,0.0001,0.3328,4,0.537515899,5,2548.801862,1264.239283,2.016075514,5634.636277,2794.853783,0.336844466,9.650419514,3.533363943,7.294843552,6.117055572,21.33418242,7.811207668,16.12671064,13.52297475
3047.35,12.25,0.1929,12.5252,119.9462,233.1738,82.0307,0.3125,2.2298,1.4427,1.2333,1.2918,1.2322,1.3412,61.3452,0.2547,0.1929,20.7464,0.2469,0.7884,1,45.8339,5222,0.0226,0.0393,0.1487,0,0.3495,2,0.609284209,5,2541.139277,1307.179452,1.943986554,5666.232361,2914.748741,0.320084585,9.318552726,3.810099661,6.778486286,5.508453065,20.77850887,8.495760224,15.11466872,12.28274865
