,DEPTH,DTCO,Vp,Vs,RHOB,Ip,PHIT,well,Vp_bk,Vs_bk,rhob_bk,Ip_ups_Bks,Vp_MA,Vs_MA,RHOB_MA,Ip_ups_MA,PHIT_MA,Rc,Rc_bks,Rc_MA,TWT
799,3114.9,107.9534,2823.440485,1304.941997,2.2959,6482.337008,0.2317,Lakach-1,2788.464531,1466.196254,2.178361111,6074.282693,2793.939045,1474.028007,2.178361111,6097.204366,0.238951477,-0.006623396,0.000178606,0.000178589,3187.256574
800,3115,108.7545,2802.642649,1309.64908,2.2825,6397.031847,0.2321,Lakach-1,2789.385142,1467.242814,2.178420183,6076.45289,2794.861945,1475.119663,2.178420183,6099.382542,0.238927215,-0.009849433,0.000162251,0.000162123,3187.327935
801,3115.1,110.0483,2769.692944,1320.256098,2.2646,6272.246641,0.2327,Lakach-1,2790.294053,1468.233738,2.17841737,6078.425033,2795.772986,1476.161984,2.17841737,6101.360566,0.238924754,-0.011878596,0.000154869,0.000154258,3187.400145
802,3115.2,111.6989,2728.764563,1334.696055,2.2446,6124.984937,0.2326,Lakach-1,2791.191338,1469.169571,2.178391702,6080.308049,2796.670048,1477.149686,2.178391702,6103.243228,0.238927567,-0.013817747,0.000161597,0.000160338,3187.473438
803,3115.3,113.6933,2680.896763,1349.839042,2.2224,5958.024967,0.2334,Lakach-1,2792.077357,1470.058234,2.17840436,6082.273488,2797.552372,1478.086498,2.17840436,6105.200706,0.23891526,-0.013097704,0.00017778,0.000175339,3187.54804
804,3115.4,115.3194,2643.093877,1360.922069,2.1959,5803.969844,0.235,Lakach-1,2792.953975,1470.917007,2.178495077,6084.436485,2798.41935,1478.982596,2.178495077,6107.342039,0.238884669,-0.013105029,0.000195213,0.000191012,3187.623709
805,3115.5,116.6138,2613.755833,1368.263558,2.1631,5653.815243,0.2403,Lakach-1,2793.829081,1471.756988,2.17866315,6086.812467,2799.276386,1479.843915,2.17866315,6109.675641,0.238831224,-0.007572118,0.000205816,0.00019934,3187.700227
806,3115.6,116.7732,2610.187954,1363.890812,2.1335,5568.836,0.2452,Lakach-1,2794.708271,1472.604825,2.178874473,6089.318509,2800.127269,1480.69021,2.178874473,6112.111936,0.238761252,-0.002563326,0.000206041,0.000196788,3187.77685
807,3115.7,116.6362,2613.253861,1353.368636,2.1201,5540.359511,0.2483,Lakach-1,2795.598948,1473.480016,2.179078059,6091.828331,2800.977737,1481.534791,2.179078059,6114.517985,0.238680028,0.005484577,0.000201034,0.000188939,3187.853383
808,3115.8,116.2072,2622.901163,1337.584817,2.1356,5601.467723,0.2455,Lakach-1,2796.528257,1474.388137,2.179229958,6094.278155,2801.854904,1482.384404,2.179229958,6116.828961,0.238613924,0.015090484,0.00019874,0.000183954,3187.929635
809,3115.9,115.0329,2649.676745,1314.367006,2.1788,5773.115691,0.2384,Lakach-1,2797.5114,1475.315009,2.179330169,6096.700992,2802.774439,1483.232054,2.179330169,6119.07981,0.238568917,0.017671808,0.000209918,0.000192863,3188.005116
810,3116,113.6726,2681.38496,1292.632925,2.2305,5980.829153,0.2314,Lakach-1,2798.571456,1476.230358,2.17941948,6099.261146,2803.760001,1484.063024,2.17941948,6121.440548,0.238536217,0.016252234,0.000231997,0.000212777,3188.079704
811,3116.1,112.1088,2718.787464,1272.331548,2.2725,6178.444511,0.2272,Lakach-1,2799.727091,1477.121366,2.179530942,6102.091824,2804.827805,1484.875567,2.179530942,6124.04611,0.238491913,0.011346063,0.000262371,0.00024055,3188.153266
812,3116.2,110.3505,2762.10801,1258.93345,2.2882,6320.255549,0.2292,Lakach-1,2800.972481,1477.966341,2.179705345,6105.294686,2805.967795,1485.657244,2.179705345,6126.993102,0.238419831,0.006263455,0.000303397,0.000277969,3188.225675
813,3116.3,108.6529,2805.263366,1248.423088,2.2814,6399.927844,0.2341,Lakach-1,2802.334472,1478.770507,2.179968354,6109.000467,2807.202291,1486.413579,2.179968354,6130.40028,0.238313643,0.003361019,0.000338348,0.00030779,3188.296969
814,3116.4,107.064,2846.895315,1241.103996,2.2632,6443.093477,0.2397,Lakach-1,2803.790962,1479.534563,2.18031083,6113.1358,2808.503955,1487.141346,2.18031083,6134.175188,0.238184951,-8.33E-05,0.000366819,0.000328293,3188.367221
815,3116.5,106.1734,2870.775543,1239.060655,2.244,6442.020318,0.2432,Lakach-1,2805.304887,1480.268714,2.180733474,6117.622273,2809.825273,1487.8434,2.180733474,6138.20412,0.238043601,0.000432461,0.000381113,0.000334486,3188.436889
816,3116.6,105.5616,2887.413605,1240.335314,2.233,6447.59458,0.2438,Lakach-1,2806.832105,1480.966941,2.181208861,6122.287057,2811.123205,1488.506298,2.181208861,6142.311775,0.237904008,-0.000808468,0.000371182,0.000318706,3188.506155
817,3116.7,105.2826,2895.065281,1246.11458,2.2235,6437.177653,0.2437,Lakach-1,2808.304509,1481.616288,2.181684248,6126.833709,2812.340402,1489.112612,2.181684248,6146.228206,0.237782349,-0.001608387,0.000342694,0.000288233,3188.575238
818,3116.8,105.3178,2894.097674,1260.631929,2.2171,6416.503953,0.2427,Lakach-1,2809.681114,1482.208589,2.182110408,6131.034402,2813.452471,1489.654095,2.182110408,6149.77232,0.237692686,-0.002969208,0.000297441,0.000244998,3188.644344
819,3116.9,105.5628,2887.380782,1279.660907,2.2091,6378.512885,0.2426,Lakach-1,2810.925915,1482.724187,2.182441983,6134.682728,2814.440778,1490.114356,2.182441983,6152.786418,0.237645921,-0.005197848,0.000246974,0.000199321,3188.713611
820,3117,106.1348,2871.819611,1304.828594,2.1981,6312.546686,0.2449,Lakach-1,2812.027927,1483.160911,2.182664557,6137.713688,2815.306581,1490.496807,2.182664557,6155.23967,0.237639592,-0.006991626,0.000203811,0.000162245,3188.783253
821,3117.1,107.0173,2848.137638,1332.49455,2.1856,6224.889621,0.2491,Lakach-1,2813.007187,1483.509279,2.182794304,6140.216064,2816.075868,1490.798432,2.182794304,6157.237308,0.237666315,-0.008724923,0.000174166,0.000137697,3188.853475
822,3117.2,107.9445,2823.673277,1360.272197,2.1664,6117.205786,0.2547,Lakach-1,2813.889309,1483.78357,2.182870253,6142.355268,2816.771202,1491.034861,2.182870253,6158.933211,0.237691983,-0.009956187,0.000159885,0.000127005,3188.924304
823,3117.3,108.7635,2802.410735,1385.519413,2.1398,5996.598491,0.2594,Lakach-1,2814.722147,1483.995129,2.182922293,6144.319721,2817.433851,1491.217311,2.182922293,6160.497834,0.237724684,-0.010017886,0.000153148,0.00012311,3188.995671
824,3117.4,109.2586,2789.711748,1404.322253,2.1069,5877.643682,0.2647,Lakach-1,2815.526366,1484.156226,2.1829673,6146.201987,2818.081176,1491.356761,2.1829673,6162.01486,0.237753165,-0.008914234,0.000147478,0.000120721,3189.067363
825,3117.5,109.5453,2782.410564,1419.457654,2.0751,5773.780162,0.2692,Lakach-1,2816.299332,1484.302931,2.183011955,6148.01511,2818.713425,1491.485674,2.183011955,6163.502809,0.237777426,-0.005803284,0.000138969,0.000116307,3189.139243
826,3117.6,109.489,2783.841299,1428.959878,2.0501,5707.153047,0.2738,Lakach-1,2817.037728,1484.451443,2.183046414,6149.724108,2819.330781,1491.61928,2.183046414,6164.93669,0.237793952,-0.002145455,0.0001278,0.000109551,3189.211087
827,3117.7,109.166,2792.07812,1437.488357,2.0353,5682.716597,0.2764,Lakach-1,2817.718371,1484.623277,2.183077004,6151.296181,2819.912534,1491.777806,2.183077004,6166.287593,0.237804149,0.001682023,0.000115376,0.000101222,3189.282718
828,3117.8,108.6497,2805.345988,1446.520733,2.0325,5701.865721,0.2763,Lakach-1,2818.330962,1484.834243,2.183106188,6152.715765,2820.447193,1491.977562,2.183106188,6167.536052,0.237805556,0.005520621,0.000102164,9.12E-05,3189.35401
829,3117.9,107.7633,2828.421179,1459.268317,2.0383,5765.170888,0.272,Lakach-1,2818.864659,1485.085292,2.183138889,6153.97306,2820.920187,1492.220437,2.183138889,6168.661694,0.237799578,0.008081603,9.45E-05,8.57E-05,3189.424721
830,3118,106.6077,2859.080535,1475.706044,2.0493,5859.113741,0.266,Lakach-1,2819.316436,1485.379362,2.183201477,6155.135807,2821.324067,1492.509847,2.183201477,6169.719015,0.237785513,0.010112128,9.06E-05,8.30E-05,3189.494674
831,3118.1,105.294,2894.751838,1494.58214,2.0654,5978.820446,0.2593,Lakach-1,2819.691266,1485.697597,2.183306962,6156.251571,2821.659153,1492.826107,2.183306962,6170.743281,0.237758087,0.0108943,9.38E-05,8.61E-05,3189.563764
832,3118.2,103.9124,2933.239921,1515.762588,2.0832,6110.525404,0.2541,Lakach-1,2819.991751,1486.031574,2.183483826,6157.406377,2821.923536,1493.1591,2.183483826,6171.80566,0.237709916,0.01017673,0.000106436,9.75E-05,3189.631948
833,3118.3,102.6985,2967.910924,1537.996537,2.1012,6236.174433,0.2492,Lakach-1,2820.244229,1486.378054,2.183753165,6158.71726,2822.138743,1493.502885,2.183753165,6173.009211,0.237633615,0.008499988,0.000120823,0.000109702,3189.699336
834,3118.4,101.6641,2998.108477,1561.221072,2.1157,6343.098104,0.2455,Lakach-1,2820.467133,1486.713271,2.184108298,6160.205669,2822.319189,1493.828341,2.184108298,6174.363739,0.237538326,0.002976202,0.000132515,0.000118586,3189.766044
835,3118.5,101.4811,3003.51494,1585.620379,2.1245,6380.96749,0.2438,Lakach-1,2820.676632,1487.03151,2.184524965,6161.83852,2822.477659,1494.125635,2.184524965,6175.828301,0.237440225,-0.000768903,0.000141032,0.000123724,3189.832633
836,3118.6,101.7808,2994.670901,1608.05632,2.1275,6371.162341,0.245,Lakach-1,2820.907519,1487.313977,2.184962377,6163.576797,2822.643978,1494.375008,2.184962377,6177.356681,0.237360056,-0.004035992,0.000139287,0.000118817,3189.899418
837,3118.7,102.4996,2973.670141,1628.436519,2.1253,6319.941151,0.2484,Lakach-1,2821.183159,1487.537348,2.185357595,6165.294044,2822.838494,1494.557174,2.185357595,6178.824808,0.23731294,-0.008146542,0.000130797,0.000107796,3189.966675
838,3118.8,104.0608,2929.056859,1637.273982,2.1228,6217.8019,0.2505,Lakach-1,2821.517676,1487.689114,2.185670183,6166.907055,2823.075362,1494.669536,2.185670183,6180.15706,0.237301688,-0.008289232,0.0001181,9.38E-05,3190.034957
839,3118.9,105.7655,2881.847105,1640.108178,2.1221,6115.567742,0.2507,Lakach-1,2821.905004,1487.758646,2.185886428,6168.363848,2823.353553,1494.713191,2.185886428,6181.316807,0.237317862,-0.008355855,0.000110905,8.52E-05,3190.104357
840,3119,107.6138,2832.350498,1637.433184,2.1234,6014.213047,0.2489,Lakach-1,2822.345316,1487.771547,2.186030239,6169.732205,2823.673833,1494.714176,2.186030239,6182.369937,0.237348101,-0.005678958,0.000115128,8.70E-05,3190.174969
841,3119.1,108.9917,2796.543223,1624.495343,2.1263,5946.289855,0.2476,Lakach-1,2822.838151,1487.742894,2.186151899,6171.152983,2824.033691,1494.684166,2.186151899,6183.445829,0.237376231,-0.004091902,0.000119545,9.06E-05,3190.246486
842,3119.2,110.1509,2767.113115,1607.16602,2.1314,5897.824893,0.2465,Lakach-1,2823.352389,1487.703616,2.186276371,6172.628616,2824.410819,1494.645879,2.186276371,6184.566242,0.237399789,-0.001461335,0.000123033,9.43E-05,3190.318764
843,3119.3,111.059,2744.487164,1585.282256,2.1427,5880.612647,0.2461,Lakach-1,2823.878711,1487.683143,2.186406821,6174.147676,2824.801215,1494.62175,2.186406821,6185.733297,0.237424402,0.00219152,0.000119615,9.32E-05,3190.391637
844,3119.4,111.5899,2731.429995,1554.997317,2.1624,5906.444221,0.2435,Lakach-1,2824.409906,1487.692332,2.186518636,6175.624894,2825.205664,1494.622373,2.186518636,6186.886309,0.237451477,0.004530621,0.000105173,8.35E-05,3190.464859
845,3119.5,112.0101,2721.183179,1524.038863,2.1903,5960.207517,0.239,Lakach-1,2824.916398,1487.752838,2.186586498,6176.924054,2825.606147,1494.667476,2.186586498,6187.919848,0.237481364,0.005780525,9.46E-05,7.68E-05,3190.538356
846,3119.6,112.3099,2713.919254,1492.524158,2.2217,6029.514406,0.2333,Lakach-1,2825.419784,1487.873717,2.186610408,6178.092306,2826.021236,1494.766168,2.186610408,6188.870774,0.237510197,0.005196195,9.02E-05,7.56E-05,3190.61205
847,3119.7,112.4295,2711.032247,1460.963795,2.2473,6092.502768,0.231,Lakach-1,2825.923855,1488.058771,2.186614979,6179.207432,2826.452507,1494.922927,2.186614979,6189.806158,0.237532349,0.003315824,8.56E-05,7.41E-05,3190.685823
848,3119.8,112.4716,2710.017462,1430.056043,2.2631,6133.040519,0.2317,Lakach-1,2826.413932,1488.308168,2.186610056,6180.265126,2826.887088,1495.140633,2.186610056,6190.723703,0.23754571,0.0019371,7.79E-05,6.99E-05,3190.759623
849,3119.9,112.4179,2711.311989,1399.616116,2.2708,6156.847264,0.2341,Lakach-1,2826.858,1488.617573,2.186607243,6181.228178,2827.293471,1495.418943,2.186607243,6191.589295,0.237540436,0.001043343,6.85E-05,6.42E-05,3190.833388
850,3120,112.1144,2718.651663,1371.853244,2.2694,6169.708084,0.2368,Lakach-1,2827.226113,1488.982088,2.186622011,6182.074848,2827.641024,1495.758314,2.186622011,6192.384027,0.237517229,6.97E-06,6.02E-05,5.90E-05,3190.906954
851,3120.1,111.6781,2729.272794,1348.100518,2.2606,6169.794078,0.2393,Lakach-1,2827.516911,1489.390161,2.186660338,6182.819082,2827.924598,1496.152227,2.186660338,6193.115051,0.237478551,-0.00183107,5.44E-05,5.53E-05,3190.980234
852,3120.2,111.0565,2744.548946,1330.437333,2.2398,6147.240729,0.2417,Lakach-1,2827.70519,1489.828968,2.186752461,6183.491284,2828.115266,1496.591334,2.186752461,6193.800421,0.237422996,-0.003996668,4.82E-05,4.99E-05,3191.053106
853,3120.3,110.2884,2763.663268,1323.488225,2.2066,6098.299368,0.2435,Lakach-1,2827.79109,1490.295274,2.186896624,6184.086789,2828.208988,1497.071404,2.186896624,6194.418766,0.237342475,-0.004485464,3.93E-05,4.06E-05,3191.125473
854,3120.4,109.5121,2783.254088,1322.643412,2.1715,6043.836252,0.2442,Lakach-1,2827.799291,1490.766425,2.187062236,6184.573042,2828.225102,1497.560215,2.187062236,6194.921643,0.237240506,-0.002163059,1.93E-05,1.92E-05,3191.197332
855,3120.5,108.827,2800.775543,1330.940435,2.1486,6017.746331,0.2427,Lakach-1,2827.703959,1491.231223,2.187220464,6184.811965,2828.134112,1498.036683,2.187220464,6195.159823,0.237133263,0.00315652,-7.57E-06,-8.01E-06,3191.26874
856,3120.6,108.122,2819.037754,1347.137069,2.1482,6055.856902,0.2395,Lakach-1,2827.507047,1491.676638,2.187339662,6184.71831,2827.940403,1498.481069,2.187339662,6195.060568,0.237044655,0.007875978,-3.35E-05,-3.27E-05,3191.339687
857,3120.7,107.3983,2838.033749,1367.28335,2.1677,6152.005758,0.2354,Lakach-1,2827.207347,1492.077073,2.187424754,6184.303336,2827.64916,1498.868145,2.187424754,6194.655963,0.236975035,0.009383367,-4.92E-05,-4.67E-05,3191.410158
858,3120.8,106.6317,2858.437031,1391.419307,2.193,6268.55241,0.233,Lakach-1,2826.842205,1492.429131,2.187491913,6183.694463,2827.298468,1499.200458,2.187491913,6194.07759,0.236921941,0.005399075,-6.29E-05,-5.92E-05,3191.480126
859,3120.9,106.2176,2869.580936,1414.856551,2.2082,6336.608622,0.2328,Lakach-1,2826.42757,1492.71491,2.187537623,6182.916649,2826.902812,1499.467585,2.187537623,6193.344351,0.236880098,0.001378482,-7.35E-05,-6.96E-05,3191.549823
860,3121,106.0259,2874.769278,1437.240272,2.2103,6354.102535,0.2346,Lakach-1,2825.993603,1492.956388,2.187552039,6182.008069,2826.489005,1499.695726,2.187552039,6192.481876,0.236853024,-0.002070162,-8.32E-05,-7.97E-05,3191.619394
861,3121.1,106.1527,2871.33535,1455.012753,2.2038,6327.848844,0.2364,Lakach-1,2825.565599,1493.156343,2.187519339,6180.979391,2826.080396,1499.88832,2.187519339,6191.495075,0.236841421,-0.003869358,-9.16E-05,-8.84E-05,3191.689048
862,3121.2,106.4871,2862.318534,1467.669381,2.1937,6279.068169,0.2382,Lakach-1,2825.158549,1493.319553,2.187433544,6179.846578,2825.691821,1500.04922,2.187433544,6190.399913,0.23684353,-0.003729023,-8.37E-05,-8.04E-05,3191.758921
863,3121.3,106.9517,2849.884574,1476.661911,2.1869,6232.412575,0.2397,Lakach-1,2824.817164,1493.452831,2.187331927,6178.812771,2825.369253,1500.183224,2.187331927,6189.404979,0.23684564,-0.003305799,-6.23E-05,-5.88E-05,3191.829099
864,3121.4,107.5184,2834.863614,1479.335891,2.184,6191.342133,0.2413,Lakach-1,2824.53676,1493.55364,2.187276723,6178.043508,2825.109022,1500.286714,2.187276723,6188.67748,0.236837904,-0.00212699,-2.77E-05,-2.52E-05,3191.899649
865,3121.5,107.9817,2822.700513,1479.755316,2.1841,6165.060191,0.2425,Lakach-1,2824.326503,1493.630689,2.187318214,6177.700801,2824.91634,1500.368188,2.187318214,6188.365703,0.236819269,-0.000925165,1.31E-05,1.30E-05,3191.970504
866,3121.6,108.36,2812.846069,1478.788267,2.1877,6153.663344,0.2427,Lakach-1,2824.180081,1493.678796,2.1874891,6177.863144,2824.778837,1500.421455,2.1874891,6188.52701,0.236789733,-0.0008083,4.41E-05,4.07E-05,3192.041606
867,3121.7,108.5502,2807.917443,1478.031018,2.188,6143.723365,0.2427,Lakach-1,2824.07631,1493.701429,2.187762307,6178.407702,2824.673221,1500.448664,2.187762307,6189.031302,0.236747539,-0.001923882,5.21E-05,4.74E-05,3192.112833
868,3121.8,108.6101,2806.368837,1478.656266,2.1808,6120.129159,0.2438,Lakach-1,2823.985075,1493.70038,2.188061181,6179.05212,2824.575606,1500.450257,2.188061181,6189.617514,0.236697961,-0.003444745,3.46E-05,3.19E-05,3192.1841
869,3121.9,108.5586,2807.700173,1480.494917,2.1648,6078.109334,0.2453,Lakach-1,2823.853264,1493.658033,2.188314698,6179.479601,2824.446846,1500.407623,2.188314698,6190.011948,0.23665436,-0.004048563,-3.53E-07,1.82E-06,3192.255332
870,3122,108.3947,2811.945603,1485.822533,2.1441,6029.092566,0.2472,Lakach-1,2823.662982,1493.568998,2.188460619,6179.475236,2824.27885,1500.317347,2.188460619,6190.034462,0.236636428,-0.002817366,-4.41E-05,-3.53E-05,3192.326457
871,3122.1,108.1785,2817.565413,1493.128815,2.1278,5995.215685,0.2495,Lakach-1,2823.397151,1493.418212,2.188473629,6178.930207,2824.061066,1500.168751,2.188473629,6189.597745,0.236649437,-0.000826361,-8.16E-05,-6.72E-05,3192.397441
872,3122.2,107.9093,2824.594358,1502.319279,2.119,5985.315445,0.2512,Lakach-1,2823.06818,1493.205675,2.188371308,6177.921406,2823.801109,1499.966489,2.188371308,6188.765366,0.236683544,0.001772549,-0.00010167,-8.55E-05,3192.468247
873,3122.3,107.5528,2833.956903,1515.052855,2.1195,6006.571656,0.2517,Lakach-1,2822.735934,1492.940883,2.188183896,6176.665313,2823.541811,1499.722005,2.188183896,6187.707281,0.236729606,0.003086811,-0.000101772,-8.72E-05,3192.53882
874,3122.4,107.1531,2844.528063,1528.111384,2.1247,6043.768776,0.25,Lakach-1,2822.440817,1492.653061,2.1879673,6175.408212,2823.310231,1499.460474,2.1879673,6186.628065,0.236780239,0.00365402,-7.36E-05,-6.43E-05,3192.60913
875,3122.5,106.7033,2856.518964,1541.501437,2.1313,6088.098869,0.2473,Lakach-1,2822.244249,1492.392583,2.187797468,6174.498824,2823.153405,1499.222685,2.187797468,6185.832151,0.236821027,0.003704739,-2.98E-05,-2.64E-05,3192.679146
876,3122.6,106.2585,2868.476404,1551.051107,2.1382,6133.376248,0.2443,Lakach-1,2822.158538,1492.185876,2.187733474,6174.130702,2823.082336,1499.029945,2.187733474,6185.505254,0.236831927,0.003123065,2.99E-05,2.72E-05,3192.748869
877,3122.7,105.8833,2878.640919,1559.671241,2.144,6171.80613,0.2408,Lakach-1,2822.198333,1492.06863,2.187833333,6174.499587,2823.112227,1498.915849,2.187833333,6185.842138,0.236790436,0.002749827,8.39E-05,7.71E-05,3192.818346
878,3122.8,105.612,2886.035678,1567.257079,2.1503,6205.842518,0.2381,Lakach-1,2822.325522,1492.036556,2.188101969,6175.536031,2823.213857,1498.882716,2.188101969,6186.796423,0.236689873,0.002270685,0.000121651,0.000112432,3192.887646
879,3122.9,105.4806,2889.630889,1577.55973,2.1574,6234.089681,0.2359,Lakach-1,2822.491592,1492.078724,2.188505626,6177.038728,2823.346932,1498.926992,2.188505626,6188.187769,0.236541139,0.001673085,0.000141912,0.000131241,3192.956859
880,3123,105.4401,2890.740809,1589.220828,2.1638,6254.984963,0.2356,Lakach-1,2822.667868,1492.161999,2.188990155,6178.792173,2823.487,1499.018519,2.188990155,6189.812269,0.236363924,0.000448819,0.000136182,0.000125233,3193.026045
881,3123.1,105.5305,2888.26453,1602.612974,2.1676,6260.602196,0.2351,Lakach-1,2822.826902,1492.260878,2.18946308,6180.475284,2823.609864,1499.128852,2.18946308,6191.362802,0.236188819,-0.000291576,0.000116026,0.000105606,3193.095291
882,3123.2,105.7041,2883.521074,1613.727271,2.1699,6256.952379,0.2338,Lakach-1,2822.959759,1492.346374,2.189868143,6181.909647,2823.708012,1499.225061,2.189868143,6192.670635,0.236033404,-0.000649246,7.93E-05,7.15E-05,3193.16465
883,3123.3,105.8951,2878.320149,1622.583293,2.171,6248.833043,0.2326,Lakach-1,2823.029351,1492.389812,2.190161392,6182.889894,2823.752523,1499.27442,2.190161392,6193.556382,0.235915963,-0.000899609,3.60E-05,3.26E-05,3193.234135
884,3123.4,106.0858,2873.146076,1627.46703,2.171,6237.600131,0.2335,Lakach-1,2823.005572,1492.37751,2.190337553,6183.335115,2823.721197,1499.263236,2.190337553,6193.960121,0.235837201,7.95E-05,1.62E-07,1.24E-06,3193.303745
885,3123.5,106.2155,2869.637671,1628.995261,2.174,6238.592296,0.2355,Lakach-1,2822.8864,1492.305874,2.190430731,6183.337122,2823.613776,1499.189248,2.190430731,6193.975526,0.235787623,0.000150341,-2.94E-05,-2.42E-05,3193.373441
886,3123.6,106.2666,2868.257759,1629.577908,2.1757,6240.468407,0.237,Lakach-1,2822.670395,1492.185845,2.190469761,6182.974145,2823.427952,1499.064543,2.190469761,6193.675294,0.235753516,0.000255431,-4.30E-05,-3.63E-05,3193.443169
887,3123.7,106.1391,2871.703265,1629.839321,2.1742,6243.657238,0.2375,Lakach-1,2822.405601,1492.033238,2.19048699,6182.442749,2823.20048,1498.905416,2.19048699,6193.225133,0.235721167,0.000986634,-4.78E-05,-4.09E-05,3193.512814
888,3123.8,105.8714,2878.96448,1630.947769,2.173,6255.989814,0.2369,Lakach-1,2822.108078,1491.870956,2.190508439,6181.851561,2822.942251,1498.736215,2.190508439,6192.718406,0.23568038,0.001127104,-4.57E-05,-3.93E-05,3193.582284
889,3123.9,105.4969,2889.184422,1632.24913,2.1702,6270.108032,0.2365,Lakach-1,2821.793339,1491.719968,2.190552391,6181.286146,2822.665105,1498.578746,2.190552391,6192.231154,0.235626231,0.003288813,-4.17E-05,-3.58E-05,3193.651508
890,3124,104.9115,2905.305901,1633.282963,2.1724,6311.486539,0.2359,Lakach-1,2821.458192,1491.587532,2.190629747,6180.770244,2822.365871,1498.441032,2.190629747,6191.787248,0.235559072,0.005856411,-3.93E-05,-3.37E-05,3193.720347
891,3124.1,104.2292,2924.32447,1631.901315,2.1837,6385.847344,0.2341,Lakach-1,2821.096262,1491.48799,2.190738397,6180.283902,2822.039009,1498.338202,2.190738397,6191.369587,0.2354782,0.008109207,-4.34E-05,-3.76E-05,3193.788739
892,3124.2,103.5151,2944.497952,1628.620113,2.2042,6490.262387,0.2315,Lakach-1,2820.70073,1491.420055,2.190855485,6179.747666,2821.679199,1498.26862,2.190855485,6190.903696,0.235388186,0.00903606,-5.66E-05,-5.02E-05,3193.856662
893,3124.3,102.8695,2962.977365,1621.355076,2.2304,6608.624714,0.2281,Lakach-1,2820.256769,1491.384854,2.19095218,6179.047716,2821.274147,1498.232992,2.19095218,6190.281935,0.235298172,0.006951638,-7.45E-05,-6.75E-05,3193.924162
894,3124.4,102.3452,2978.156279,1612.590907,2.2501,6701.149443,0.2254,Lakach-1,2819.760392,1491.380641,2.191011252,6178.126745,2820.819907,1498.228971,2.191011252,6189.446073,0.235223629,0.00326254,-9.20E-05,-8.42E-05,3193.991318
895,3124.5,101.9281,2990.343193,1603.408822,2.2556,6745.018106,0.2246,Lakach-1,2819.223206,1491.382531,2.191025668,6176.990409,2820.328711,1498.230884,2.191025668,6188.403926,0.235161392,-0.003137467,-0.00011049,-0.000100956,3194.0582
896,3124.6,101.8103,2993.803181,1596.1157,2.2389,6702.825942,0.2278,Lakach-1,2818.625612,1491.372764,2.191005977,6175.625565,2819.785863,1498.221376,2.191005977,6187.154535,0.235128692,-0.006599372,-0.000128859,-0.000116501,3194.125004
897,3124.7,101.7991,2994.132561,1591.76294,2.2093,6614.937067,0.2335,Lakach-1,2817.963059,1491.313383,2.190956399,6174.034198,2819.19125,1498.16476,2.190956399,6185.713077,0.235124473,-0.006900418,-0.000145193,-0.000128912,3194.191802
898,3124.8,101.8683,2992.098621,1589.718154,2.1805,6524.271044,0.2393,Lakach-1,2817.229427,1491.17975,2.190890647,6172.241603,2818.54391,1498.040087,2.190890647,6184.118454,0.235141702,-0.005299577,-0.000157925,-0.000137941,3194.258644
899,3124.9,102.0189,2987.681694,1592.510602,2.1607,6455.483837,0.243,Lakach-1,2816.435574,1490.955456,2.190816104,6170.292412,2817.853996,1497.834061,2.190816104,6182.412607,0.235175809,-0.001465991,-0.000166655,-0.000143638,3194.325586
900,3125,102.1906,2982.66181,1597.823437,2.158,6436.584187,0.2423,Lakach-1,2815.59866,1490.635798,2.19073699,6168.236135,2817.135855,1497.543976,2.19073699,6180.636809,0.235225387,0.000867873,-0.000167267,-0.000142516,3194.39264
901,3125.1,102.3821,2977.082908,1605.295368,2.1658,6447.766162,0.2382,Lakach-1,2814.748163,1490.235306,2.190665963,6166.172995,2816.41297,1497.183107,2.190665963,6178.875379,0.235281997,0.001257372,-0.000156923,-0.000133478,3194.45982
902,3125.2,102.6908,2968.133465,1616.820021,2.1778,6464.001059,0.2328,Lakach-1,2813.958847,1489.76784,2.190592827,6164.238066,2815.74324,1496.764432,2.190592827,6177.226117,0.235337553,0.001825258,-0.000142259,-0.00012159,3194.527202
903,3125.3,103.1059,2956.183885,1629.219039,2.1946,6487.641153,0.2271,Lakach-1,2813.273486,1489.258561,2.190503165,6162.484474,2815.160904,1496.310421,2.190503165,6175.724122,0.235383966,0.001792812,-0.000122109,-0.000106377,3194.594857
904,3125.4,103.631,2941.204852,1642.482973,2.2137,6510.94518,0.2222,Lakach-1,2812.737316,1488.742784,2.190385724,6160.979664,2814.700204,1495.850108,2.190385724,6174.410357,0.235423347,-0.00058815,-8.95E-05,-8.07E-05,3194.662856
905,3125.5,104.7419,2910.010225,1649.176629,2.2348,6503.290851,0.2188,Lakach-1,2812.411154,1488.254097,2.190247539,6159.876607,2814.413902,1495.411571,2.190247539,6173.413966,0.235452883,-0.0015604,-4.99E-05,-4.69E-05,3194.731585
906,3125.6,106.0378,2874.44666,1649.619337,2.2554,6483.026996,0.2164,Lakach-1,2812.298051,1487.846471,2.190117089,6159.26202,2814.312768,1495.040435,2.190117089,6172.834647,0.235464135,-0.00548925,-6.04E-06,-6.08E-06,3194.801163
907,3125.7,107.5411,2834.265225,1643.011541,2.2624,6412.241645,0.2187,Lakach-1,2812.375166,1487.568375,2.190030591,6159.187646,2814.389467,1494.78066,2.190030591,6172.759538,0.235446906,-0.00901456,2.22E-05,2.23E-05,3194.871728
